Entity Type,Title,Description,Topic,Subject Area,Score
,Utilisation des outils de diaporama avancés dans PowerPoint 2010,"
PowerPoint 2010 offre tous les outils nécessaires pour créer et présenter des présentations attrayantes et efficaces. Les utilisateurs expérimentés peuvent tirer parti des fonctionnalités permettant de personnaliser des animations afin de produire l'effet attendu. PowerPoint contient des outils pour faire bouger les animations à la bonne vitesse et dans le bon ordre. Il dispose également d'outils intégrés (comme la fonctionnalité Reproduire l'animation) qui permettent d'appliquer facilement un jeu d'animations à toute une présentation en un tour de main. Une fois la présentation finalisée, il est possible de définir et de vérifier le minutage, de créer des actions par pointage de la souris pour des éléments d'une diapositive et d'enregistrer la présentation afin de la publier automatiquement. En outre, de nombreux outils, tels que les surligneurs et les pointeurs laser, facilitent et optimisent la présentation d'un diaporama. Ces outils et ces fonctionnalités sont présentés dans ce cours.
 
Langue: Français",microsoft office,Fundamental Skills,0.9993524
,Zusammenarbeit und Freigabe von Präsentationen in PowerPoint 2010,"
PowerPoint-Präsentationen können jetzt auf neue und aufregende Weise gemeinsam mit anderen Personen erstellt werden. Mit der richtigen Technologie-Infrastruktur ist PowerPoint in der Lage, mehreren Personen das gleichzeitige Arbeiten an derselben Präsentation zu ermöglichen. Das Senden einer Präsentation per E-Mail, das Speichern auf einer Website, das Brennen auf eine CD oder die Live-Übertragung im Internet sind Alternativen zur gemeinsamen Präsentationserstellung mit anderen Team-Mitgliedern. Sie können nun die geprüfte Version mit der Originalversion in einer Präsentation zusammenführen, um den Prüfprozess sowie das Akzeptieren oder Verwerfen von Änderungen zu erleichtern. In diesem Kurs werden diese Themen sowie viele andere Funktionen für die Zusammenarbeit in PowerPoint 2010 behandelt. Des Weiteren wird auf die Prüf-, Sprach- und Suchwerkzeuge sowie auf die Optionen für den Druck und den Schutz von Präsentationen eingegangen.
Sprache: Deutsch",microsoft office,Fundamental Skills,0.99877244
,PMP Key Exam Concepts (PMBOK® Guide Fifth Edition),"In preparation for the PMP exam, this course offers practice and solutions for performing the forward and backward pass; calculating total float and free float; and critical path, resource optimization, and schedule compression techniques.","Art, Design & Media",,0.33089182
,Collaborating and Sharing Presentations in PowerPoint 2010,"

Today people can collaborate on the development of PowerPoint presentations in new and exciting ways. With the proper technological infrastructure in place, PowerPoint has the capability of allowing multiple people to work on the single presentation at the same time. An alternative to co-authoring a presentation with other team members is to send the presentation as an e-mail attachment, save it to a web site, burn it on a CD, or broadcast it live over the Internet. To simplify the process of reviewing and accepting or rejecting changes, you can now merge the reviewed version with your original version into one presentation. This course explores these topics and many other collaboration features available in PowerPoint 2010. Also covered are proofing, language, and research tools, along with options for printing and protecting a presentation.",microsoft office,Fundamental Skills,0.9978319
,Colaboración y uso compartido de presentaciones en PowerPoint 2010,"
En la actualidad, existen varias maneras novedosas y atractivas mediante las que varias personas pueden colaborar en la elaboración de presentaciones de PowerPoint. Si se dispone de la infraestructura tecnológica adecuada, PowerPoint tiene la capacidad de permitir que varias personas trabajen en una única presentación al mismo tiempo. Como alternativa a la co-autoría de una presentación de diapositivas con los demás integrantes de un grupo, se puede adjuntar la presentación a un correo electrónico, guardarla en un sitio web, grabarla en un CD o difundirla por Internet. Para simplificar el proceso de revisar y aceptar o rechazar cambios, ahora es posible combinar la versión revisada con la versión original en una única presentación. En este curso se exploran estos temas y muchas otras características de colaboración que hay disponibles en PowerPoint 2010. También se describen las herramientas de corrección, idioma y referencia, además de las opciones para imprimir y proteger una presentación.
Idioma: Español Mexicano",microsoft office,Fundamental Skills,0.9992612
,Collaboration et partage de présentations dans PowerPoint 2010,"
Aujourd'hui, il est possible de collaborer pour développer des présentations PowerPoint par des méthodes nouvelles et enthousiasmantes. Avec la bonne infrastructure technologique installée, PowerPoint peut permettre à plusieurs personnes de travailler sur la même présentation en même temps. Pour bénéficier de plusieurs auteurs sur une même présentation, vous pouvez envoyer cette dernière en pièce jointe d'un message électronique, l'enregistrer sur un site Web, la graver sur un CD ou la diffuser en direct sur Internet. Pour simplifier le processus de révision, d'acceptation ou de refus des modifications, vous pouvez à présent fusionner les versions révisées avec la version d'origine en une seule présentation. Ce cours présente ces rubriques et de nombreuses autres fonctionnalités de collaboration disponibles dans PowerPoint 2010. Il couvre aussi les outils de vérification, de langue et de recherche, ainsi que les options d'impression et de protection d'une présentation.
 
Langue: Français",collaboration,Fundamental Skills,0.8488383
,Advanced Customizing with Project 2010,"A well set up project file is essential to the success of a project. The advanced project file customizations available in Project 2010 can simplify many project management tasks, saving you time, and increasing the effectiveness of project analysis and reporting tools throughout the life of your project. This course covers how to customize default options, add new tabs and groups to the Ribbon, and add new buttons to the Quick Access Toolbar. You will also learn how to import or export a customized Ribbon and Quick Access Toolbar so that project team members can share and enjoy consistent user interface customizations. This course also covers how to create custom fields that contain specially formatted task and resource data, such as formulas, graphical indicators, and outline codes that meet the unique needs of your project.",project management,Microsoft Office 2013: Advanced Excel,0.82017946
,Advanced Tools for Managing Multiple Projects with Project 2010,"Most project managers in today's workplace are required to juggle many projects at the same time. The ability to efficiently monitor and adjust resources and task assignments is critical for the successful management of multiple projects. This course covers tools for managing multiple, related project files so that you can see the big picture relationships between your projects. Consolidating resources and task assignments allows you to prevent over-allocation or under-allocation, view cumulative resource costs across multiple projects, and integrate schedules so that dependent tasks across projects flow smoothly. This course covers the process for creating a master project that consolidates related projects into single project file, how to create and update a resource pool, and how to create a cross-project dependencies between tasks.",project management,Microsoft Office 2013: Advanced Excel,0.92085725
,Advanced Resource Management with Project 2010,"An important ingredient in managing projects is the ability to easily identify potential resource issues and the impact they could have on the overall project schedule. This course covers advanced resource and scheduling adjustments, such as how to delay task start dates and apply predetermined work contours to manage assignments. You will also become familiar with Team Planner, a graphical view that allows you to view and adjust work assignments with drag-and-drop action. This course also includes several methods for leveling resources and correcting overallocation issues, including Project's built-in resource leveling tool.",management,Microsoft Office 2013: Advanced Excel,0.62645257
,Advanced Scheduling Management with Project 2010,"Ongoing inspection and adjustment of the project plan is vital to address impacts to the project schedule and address scope and budget changes. This course covers how to easily identify warnings, solutions, and drivers for tasks using Task Inspector, how to address repetitive tasks by creating a recurring task, and how to inactivate tasks that are no longer necessary to the project. This course also covers ways to inspect a project plan by grouping, filtering, and displaying the critical path.",project management,Microsoft Office 2013: Advanced Excel,0.5419678
,Advanced Reporting and Management Tools in Project 2010,"Project 2010 comes with many enhanced features and tools that help project managers report on project status and carry out project management tasks with ease and efficiency. This course covers several of the advanced tools you will use to communicate project status and streamline your tasks, such as the visual reports, enhanced copy and paste, and the Compare Projects feature, which allows you to compare project files and produce an informative comparison report. This course also covers the procedure for recording macros, which will allow you to save time on repetitive tasks. ",management,Microsoft Office 2013: Advanced Excel,0.5218313
,"Using Themes, Backgrounds, Watermarks, and Quick Parts in Word 2010","Office Word 2010 offers a variety of layout tools and features that allow you to enhance the visual appearance of your documents. This course shows you how to apply themes, including theme colors, fonts and effects, to create polished, professional-looking documents. It also guides you through using the Quick Parts Gallery to save commonly-used text and images as reusable items, and also apply AutoText, Document Properties and other building blocks to a page quickly and easily. In addition, the course explores tools that help protect your intellectual property by enabling you to add watermarks and backgrounds. ",microsoft office,DoD 8570.1,0.9990226
,Safety Board Awareness Training,"IL6S program in Bratislava plant is spreading to other lines and in order to understand safety KPIs and KAIs all line technicians/hourly employees need to attend this course
",safety,Integrated Supply Chain,0.7250061
,"Adding Tables of Contents, Footnotes, Hyperlinks, and Bookmarks in Word 2010 ","Word 2010 offers you a variety of tools that allow you to insert navigation and reference materials into a document. With heading styles applied to your document, you can easily construct a table of contents; you can also insert footnotes and endnotes, and you can quickly link to web pages, shared files, or other sections of a document using bookmarks. This course explores all of these topics, and discusses how to use each feature to improve the readability of your documents.",microsoft office,DoD 8570.1,0.9972357
,"Forms, Fields, and Mail Merge in Word 2010 ","Word 2010 enables you to create forms quickly and easily, so that they can be used by other users of Word 2010. Forms contain editable form controls that you can link to external data sources, and Word 2010 contains security features to protect forms from tampering by other users. Another method of capturing document information is by using fields. You can use fields to add information about a file into the document. For example, you can insert an Author field to insert the author's name, or use a LastSavedBy field to enter the name of the person who last saved the document.   Word 2010's mail merge feature enables users to merge content such as address blocks into letters, e-mail messages, envelopes, and labels very easily. This course demonstrates how to add, modify, and update forms and fields, and also illustrates the various mail merge capabilities of Word 2010.",microsoft office,DoD 8570.1,0.9983292
,Enablon Action Plan Management (CAPA),"Enablon is Mondelēz International’s global system for Corrective and Preventive Action (CAPA) management.: This course is an introduction to the use of Enablon for Corrective and Preventive Action (CAPA) planning. By the end of the course you will be able to raise a new action plan from scratch and submit it for validation, understand how to complete an action plan when you are the action owner and act as a verifier of an action plan.

For assistance with MIU Learning Catalogue issues, our support process is as follows:


	If you experience an issue once inside the MIU Learning Catalogue, please refer to the Learning Catalogue Troubleshooting Guide (English only) or contact your HR Representative as follows:


          o    In countries supported by MBS Employee Services, please open an Online HR Request using category:  My Career / Learning & Development (MIU)

          o    In countries NOT supported by MBS Employee Services, please contact your local HR Solutions team. 

-     If your HR Representative cannot resolve the issue, they will communicate with the Global Learning Management team on your behalf.",management,,0.9666667
,"Managing, Inspecting, and Recovering Word 2010 Documents","Microsoft Word 2010 offers several options for securing and protecting Word documents as well as providing various features you can use to recover and repair documents. This course demonstrates how to use Word 2010 document security, which includes viewing document properties such as presence information on author contact cards, locking document formatting, password protecting documents, using the Document Inspector, and working with digital signatures. The course also explores recovering unsaved drafts and damaged Word 2010 documents.",microsoft office,DoD 8570.1,0.9988242
,Creating and Formatting Tables in Word 2010,"Word 2010 has a robust set of tools that allow you to create, style, and format tables in your documents. This course explores the various methods of inserting tables in Word documents, including selecting a layout from a list of preformatted tables, choosing a table size by selecting a layout from a dynamic grid, and by configuring table settings to match the number of columns and rows that you require. It also discusses using table styles to enhance the appearance of tables and changing the layout of tables.",microsoft office,DoD 8570.1,0.9985667
,Manipulating Tables in Word 2010 ,"You can use Word 2010's features for both designing tables and manipulating your table data. A variety of layout tools allow you to merge and split cells, split tables, autofit cell sizes to match the size of contents, and insert and delete cells. You can also easily insert columns and rows, and then adjust their layouts and distribution. This course explores these methods of altering a table's layout and also walks you through using data tools that allow you to easily sort your data, making critical information easier to locate. The course also covers using formulas in Word 2010 tables, so you can quickly perform calculations or insert other pre-built mathematical functions. ",microsoft office,DoD 8570.1,0.997869
,Cannes 2017 (Face-to-Face),"We are delighted to invite you to our Mondelez Cannes Debrief!

These sessions will be hosted by our very own Marketers from across the globe who attended this year's Cannes Festival of Creativity.

During the session you will hear all about the main themes and highlights and see the award winning work

The aim is inspire you, to help you think differently about your role and any potential campaigns you may have.

Participants
• All marketers and cross functional teams

Learning Objective
• Be inspired by award winning communication from the Cannes Festival Of Creativity
• Understand business building communication trends and implications for Mondelez brand activation

Competency Area
• Activation

Capabilities Developed
• Translate brand strategies into persuasive communication activation platforms.
• Flawlessly activate impactful, innovative and locally relevant touch points that drive business.

For assistance with MIU Learning Catalogue issues, our support process is as follows:

-       If you experience an issue once inside the MIU Learning Catalogue, please refer to the Learning Catalogue Troubleshooting Guide (English only) or contact your HR Representative as follows:

          o    In countries supported by MBS Employee Services, please open an Online HR Request using category:  My Career / Learning & Development (MIU)

          o    In countries NOT supported by MBS Employee Services, please contact your local HR Solutions team. 

-     If your HR Representative cannot resolve the issue, they will communicate with the Global Learning Management team on your behalf.",Cannot be determined,,Score < threshold
,Embedding Charts and Tables into Word 2010 ,"Word 2010 offers a wide variety of table and charting tools that let you manipulate and display your data in an attractive, understandable manner. This course shows you that by following a few simple steps you can easily paste Excel data into Word 2010 and either embed the values directly in the Word document or link back to the original Excel workbook. The course also discusses the role of Excel 2010 in Word 2010 table creation and manipulation. And it explores methods of inserting and then designing and altering the layout of many types of charts, including bar charts, pie charts, bubble charts and more.",microsoft office,DoD 8570.1,0.99706405
,Getting Started with Access 2010 ,"Access 2010 is the newest version of Microsoft's dynamic database management tool and it offers features that allow you to create and modify a variety of database types. The ribbon is unique to Microsoft Office and stacks the many features of Access into related tabs, making it easy to quickly access the ones you need. Backstage view is a streamlined gathering of all database file-level tools, such as those used for saving, creating databases and tables, and working with external data. This course explores the fundamentals of databases and the many tools that will help you create and modify databases in Access 2010.",microsoft access, Certified Business Analysis Professional (CBAP™) - BABOK® Guide V2.0 aligned,0.9704934
,MPP Marketing Immersion Exam,"This is the post assessment to he MPP Marketing Immersion session.

For assistance with MIU Learning Catalogue issues, our support process is as follows:

-       If you experience an issue once inside the MIU Learning Catalogue, please refer to the Learning Catalogue Troubleshooting Guide (English only) or contact your HR Representative as follows:

          o    In countries supported by MBS Employee Services, please open an Online HR Request using category:  My Career / Learning & Development (MIU)

          o    In countries NOT supported by MBS Employee Services, please contact your local HR Solutions team. 

-     If your HR Representative cannot resolve the issue, they will communicate with the Global Learning Management team on your behalf.",sales & marketing,Strategy,0.80286896
,TestPrep 77-885 Access 2010,"To test your knowledge on the skills and competencies being measured by the vendor certification exam. TestPrep can be taken in either Study or Certification mode. Study mode is designed to maximize learning by not only testing your knowledge of the material, but also by providing additional information on the topics presented. Certification mode is designed to test your knowledge of the material within a structured testing environment, providing valuable feedback at the end of the test.",microsoft access,Solution Selling,0.9678252
,Creating Basic Tables in Access 2010,"Microsoft Office Access 2010 makes it easy for you to create and modify database tables. This course discusses how basic tables are built, including creating fields and defining data types and properties, and how to modify them. It also demonstrates the use of primary keys, masked input fields, and indexing, as well as creating validation rules for the data. ",microsoft office, Certified Business Analysis Professional (CBAP™) - BABOK® Guide V2.0 aligned,0.6382503
,Data Manipulation and Simple Relationships in Access 2010,"The ability to manipulate data, records, and relationships in Access 2010 is a valuable asset to any database administrator. Access 2010 provides you with the data manipulation and table relationship techniques necessary for reliable databases. This course demonstrates how to perform basic data manipulation tasks, how to import and export data, and how to implement and edit table relationships.  ",data management, Certified Business Analysis Professional (CBAP™) - BABOK® Guide V2.0 aligned,0.9320735
,GUM BASICS 102 - LABORATORY AND FORMULA DEVELOPMENT,"This course reviews the fundamentals around SF and Sugar gum formulas. It will provide insight into the best practices and procedures for developing formulas from paper to bench top.

By the end of this course you will be able to:
*Have a good understanding of formulation and ingredient dosages needed to manufacture gum formulation on the bench.
*Be able to describe the process of manufacturing gum on the bench top, the equipment and the environmental conditions required.
*Understand how to set up meaningful reviews of gum formulations.

For assistance with MIU Learning Catalogue issues, our support process is as follows:


	If you experience an issue once inside the MIU Learning Catalogue, please refer to the Learning Catalogue Troubleshooting Guide (English only) or contact your HR Representative as follows:


          o    In countries supported by MBS Employee Services, please open an Online HR Request using category:  My Career / Learning & Development (MIU)

          o    In countries NOT supported by MBS Employee Services, please contact your local HR Solutions team. 

-     If your HR Representative cannot resolve the issue, they will communicate with the Global Learning Management team on your behalf.",lab training,,keyword match
,GUM BASICS 102 - LABORATORY AND FORMULA DEVELOPMENT,"For assistance with MIU Learning Catalogue issues, our support process is as follows:


	If you experience an issue once inside the MIU Learning Catalogue, please refer to the Learning Catalogue Troubleshooting Guide (English only) or contact your HR Representative as follows:


          o    In countries supported by MBS Employee Services, please open an Online HR Request using category:  My Career / Learning & Development (MIU)

          o    In countries NOT supported by MBS Employee Services, please contact your local HR Solutions team. 

-     If your HR Representative cannot resolve the issue, they will communicate with the Global Learning Management team on your behalf.",lab training,,keyword match
,An Introduction to Enterprise Architecture,"This is an introductory course to ITS Enterprise Architecture.  It describes the processes, key personnel, relationships, core benefits, steps and rationale behind Enterprise Architecture, including the end-to-end Enterprise Architecture ecosystem. Once completed learners should be able to describe the processes from Idea/Capability inception to execution and understand the inputs, forms, artifacts, principles and forums that help set technology strategy within Mondelēz to guide each project to ensure business success.",enterprise architecture,,keyword match
,Introduction to Forms in Access 2010,"Microsoft Office Access 2010 offers several options for creating and managing forms and controls. This course describes how to create forms in Access 2010 and also explores controls - the available types, how they are added to a form, how their properties are set, and how they are resized, moved, grouped, and positioned on a form. It also demonstrates how to configure the Web Browser Control, which is a new feature of Access 2010.",microsoft office, Certified Business Analysis Professional (CBAP™) - BABOK® Guide V2.0 aligned,0.8211532
,Modifying Basic Forms in Access 2010 ,"Access 2010 allows you to make a variety of changes to the look and feel of a form. These changes range from resizing columns and controls to applying Office 2010 themes and managing records in a form. Access 2010 also introduces a new form type, the navigation form, which you can use as a switchboard to navigate the various objects in a database. This course covers how to use these methods to customize and format forms in Access 2010 as well as how to create and modify navigation forms.",microsoft access, Certified Business Analysis Professional (CBAP™) - BABOK® Guide V2.0 aligned,0.9631237
,Introduction to Queries in Access 2010 ,"Queries are used in Access 2010 to convert data into useful information and are an essential part of any database application. This course demonstrates how to create and modify a query in order to achieve specific results. It covers creating basic select queries, using Expression Builder, calculated fields, and grouping options for displaying query results. This course also demonstrates how to create crosstab, unmatched, and find duplicates queries. ",microsoft access, Certified Business Analysis Professional (CBAP™) - BABOK® Guide V2.0 aligned,0.98021346
,Cash Flow: Understanding and Building a Cash Flow Statement,"Participants will learn Cash Flow Fundamentals.  Through the use of examples and exercises, participants will apply cash flow concepts and principles to build a basic Cash Flow Statement.",financial management,Finance,0.9949733
,Project Scope Management,"The module covers the most important aspects of project scope management required to complete a project in line with our governance standards. In this module you will learn to:
• Define the triple constraint, scope, and the scope management process.
• Identify the tools and techniques used to collect requirements and define project scope.
• Describe what to include in the scope statement and how it is developed.
• Explain how to create a Work Breakdown Structure (referred to as the WBS).
• Recognize how to validate scope at project end to formalize deliverable acceptance.
• Identify the process and tools to control scope change and avoid scope creep.",management,Functional Expertise,0.50836146
,Perfect Store E-learning Series,"All concepts described in this learning aim to help Mondelez Sales Team make recommendations to customers on how to achieve a Perfect Store and drive more Perfect Stores around the globe.

This course provides details on Perfect Store priciples regarding Hot Zone, Traditional Trade, Secondary Displays and Main Shelf.

For assistance with MIU Learning Catalogue issues, our support process is as follows:


	If you experience an issue once inside the MIU Learning Catalogue, please refer to the Learning Catalogue Troubleshooting Guide (English only) or contact your HR Representative as follows:


          o    In countries supported by MBS Employee Services, please open an Online HR Request using category:  My Career / Learning & Development (MIU)

          o    In countries NOT supported by MBS Employee Services, please contact your local HR Solutions team. 

-     If your HR Representative cannot resolve the issue, they will communicate with the Global Learning Management team on your behalf.",sales,Sales,0.53878933
,Introduction to Reports in Access 2010 ,"Reports are used in Access 2010 to convert data into useful information and are an essential part of any database application. Access 2010 provides various methods of creating reports to present summarized information easily and effectively. This course demonstrates the use of the Report Wizard, Blank Report, Report Design, and Labels. Also covered is how to add and bind controls, group and sort data, and perform calculations.",microsoft access, Certified Business Analysis Professional (CBAP™) - BABOK® Guide V2.0 aligned,0.97813183
,Working with the Interface and Performing Basic Tasks in Word 2016,"
Available in Microsoft's newest office productivity suite, Microsoft Word 2016 makes it easy to create, manipulate, and work with documents. In this course, you'll learn how to get started with Word 2016. The course provides an overview of the Word 2016 interface and its new features, and demonstrates how to use Word 2016 to create, proofread, save, and print documents. This course is one of a series in the SkillSoft learning path that covers Microsoft Word 2016 for beginners.",microsoft office,Fundamental Skills,0.61087435
,Formatting Text in Word 2016,"
Microsoft Word 2016 provides a range of options for formatting and styling text. In this course, you'll learn how to create professional-looking documents by controlling the font and size settings, style, alignment, and spacing of both characters and paragraphs. This course is one of a series in the SkillSoft learning path that covers Microsoft Word 2016 for beginners.",microsoft office,Fundamental Skills,0.9986534
,Customizing Options and Using Document Views in Word 2016,"
Microsoft Word 2016 enables users to change a number of default settings to suit their preferences and to view documents in different ways. In this course, you'll learn how to access and change various program defaults, for example to control how Word 2016 saves and lists documents. You'll also learn how to zoom in or out of documents, change document views to suit different purposes, and navigate easily between documents in Word 2016. This course is one of a series in the SkillSoft learning path that covers Microsoft Word 2016 for beginners.",microsoft office,Fundamental Skills,0.9920264
,Creating and Formatting Tables in Word 2016,"
Microsoft Word 2016 provides tools that make it easy to create, format, and manipulate tables. In this course, you'll learn different methods for creating and adjusting tables, applying table styles, and formatting the content in table cells. You'll also learn how to apply shading and borders to tables in Word 2016. This course is one of a series in the SkillSoft learning path that covers Microsoft Word 2016 for beginners.",microsoft office,Fundamental Skills,0.9968406
,"Headers, Footers, Page Numbering, and Layout in Word 2016","
Headers and footers, as well as appropriate page layout, play an important role in making documents look professional. In this course, you'll learn about all the options for creating headers and footers, adding page numbering and the date and time, and creating custom page layouts for documents in Word 2016. This course is one of a series in the SkillSoft learning path that covers Microsoft Word 2016 for beginners.",microsoft office,Fundamental Skills,0.99157506
,GUM BASIS 102 - Ingredient Review and GUM Composition,"This course reviews the main ingredients in gum composition, covering ingredients impact in gum performance as well as cost implications. It will provide fundamentals around gum formulas and insights on the best practices and procedures for developing formulas from paper to bench top.

By the end of this course you will be able to:


	Have a good understanding of formulation and ingredient dosages needed to manufacture gum formulation on the bench.
	Be able to describe the process of manufacturing gum on the bench top, the equipment and the environmental conditions required.
	Understand how to set up meaningful reviews of gum formulations.


For assistance with MIU Learning Catalogue issues, our support process is as follows:


	If you experience an issue once inside the MIU Learning Catalogue, please refer to the Learning Catalogue Troubleshooting Guide (English only) or contact your HR Representative as follows:


          o    In countries supported by MBS Employee Services, please open an Online HR Request using category:  My Career / Learning & Development (MIU)

          o    In countries NOT supported by MBS Employee Services, please contact your local HR Solutions team. 

-     If your HR Representative cannot resolve the issue, they will communicate with the Global Learning Management team on your behalf.",manufacturing,,0.69321686
,Gum Basics 101 : Ingredient Review and Gum composition,"For assistance with MIU Learning Catalogue issues, our support process is as follows:


	If you experience an issue once inside the MIU Learning Catalogue, please refer to the Learning Catalogue Troubleshooting Guide (English only) or contact your HR Representative as follows:


          o    In countries supported by MBS Employee Services, please open an Online HR Request using category:  My Career / Learning & Development (MIU)

          o    In countries NOT supported by MBS Employee Services, please contact your local HR Solutions team. 

-     If your HR Representative cannot resolve the issue, they will communicate with the Global Learning Management team on your behalf.",manufacturing,,0.5669172
,GUM BASE 203 - PROCESS ,"""This session will provide the foundations associated with processing gum base at a factory level, exposure to equipment used and troubleshooting during production. It Provides a few hypothetical case studies to help develop skills necessary to assess when challenges arise at a plant level.

By the end of the course participants will be able to:
* Identify plant scale operations
* How to utilize technical solutions from Gum base 202 to address technical issues at the plant.""

For assistance with MIU Learning Catalogue issues, our support process is as follows:


	If you experience an issue once inside the MIU Learning Catalogue, please refer to the Learning Catalogue Troubleshooting Guide (English only) or contact your HR Representative as follows:


          o    In countries supported by MBS Employee Services, please open an Online HR Request using category:  My Career / Learning & Development (MIU)

          o    In countries NOT supported by MBS Employee Services, please contact your local HR Solutions team. 

-     If your HR Representative cannot resolve the issue, they will communicate with the Global Learning Management team on your behalf.","Business, Finance, and Accountancy",,0.5128991
,Erste Schritte in Excel 2010,"
Excel 2010 ist die neueste Version des umfangreichen Tabellenkalkulationswerkzeuges von Microsoft, das eine große Bandbreite an Funktionen unterstützt. Das Menüband stellt eine Besonderheit von Microsoft Office dar und präsentiert die vielen Funktionen von Excel übersichtlich auf entsprechenden Registerkarten, was Ihnen einen raschen Zugriff auf die jeweils benötigten Funktionen ermöglicht. Die Backstage-Ansicht ist eine optimierte Übersicht aller Werkzeuge auf Dateiebene, beispielsweise zum Speichern, Drucken und Freigeben Ihrer Dateien. Dieser Kurs beleuchtet diese Themen und viele andere Grundlagen von Excel 2010, wie das Öffnen der Anwendung, die Erstellung neuer Tabellen, die Eingabe von Daten und die Auto-Ausfüllfunktionen. Er bietet außerdem eine Einführung in die vielen Werkzeuge, die Ihnen bei der Erstellung und produktiven Nutzung von Tabellen helfen.
Sprache: Deutsch",microsoft office,Fundamental Skills,0.9988287
,Getting Started with Excel 2010,"

Excel 2010 is the newest version of Microsoft's comprehensive spreadsheet tool that offers features that support a wide range of functions. The Ribbon menu is unique to Microsoft Office and stacks the many features of Excel into related tabs, making it easy to quickly access the ones you need. Backstage view is a streamlined gathering of all file-level tools, such as those used for saving, printing, and sharing your files. This course explores these topics and many other basics of Excel 2010, including opening the application, creating new spreadsheets, entering data and, AutoFill features. It also provides an introduction to the many tools that will help you create and use your spreadsheets productively.",microsoft office,Fundamental Skills,0.9980282
,Introducción a Excel 2010,"
Excel 2010 es la versión más reciente de la completa herramienta de hojas de cálculo de Microsoft, con características que admiten una amplia variedad de funciones. El menú Cinta es exclusivo de Microsoft Office y agrupa todas las características de Excel en pestañas relacionadas, facilitando así un rápido acceso a las que se necesitan en cada momento. La vista Backstage es una recopilación simplificada de todas las herramientas de archivo, como las que se utilizan para guardar, imprimir y compartir archivos. En este curso se tratan estos temas y muchos otros conceptos básicos de Excel 2010, desde cómo abrir la aplicación, crear nuevas hojas de cálculo e introducir datos, hasta las características de Autorellenar. También se proporciona una introducción a muchas herramientas que le ayudarán a crear y usar sus hojas de cálculo de forma productiva.
 
Idioma: Español Mexicano",microsoft office,Fundamental Skills,0.9992242
,Démarrer avec Excel 2010,"
Excel 2010 est la toute dernière version de l'application de tableur complète de Microsoft et offre des fonctionnalités prenant en charge une large gamme de fonctions. Le menu Ruban, exclusif à Microsoft Office, classe les nombreuses fonctionnalités d'Excel dans des onglets connexes. Vous pouvez ainsi accéder facilement à celles dont vous avez besoin. Le mode Backstage rassemble tous les outils permettant de travailler sur les fichiers, notamment pour les enregistrer, les imprimer et les partager. Ce cours explore ces sujets, ainsi que de nombreuses autres notions élémentaires d'Excel 2010, notamment l'ouverture de l'application, la création de tableurs, la saisie de données et la fonctionnalité de recopie incrémentée. Il présente également de nombreux outils qui optimisent la création et l'utilisation de tableurs.
Langue: Français",microsoft office,Fundamental Skills,0.99907565
,TestPrep 77-882 Excel 2010,"To test your knowledge on the skills and competencies being measured by the vendor certification exam. TestPrep can be taken in either Study or Certification mode. Study mode is designed to maximize learning by not only testing your knowledge of the material, but also by providing additional information on the topics presented. Certification mode is designed to test your knowledge of the material within a structured testing environment, providing valuable feedback at the end of the test.",microsoft office,77-882: Microsoft Office Excel 2010,0.99818426
,Anwendung grundlegender Datenformatierungen in Excel 2010,"
Excel 2010 bietet zahlreiche Werkzeuge und Funktionen zur optischen Aufwertung von Arbeitsblättern und Arbeitsmappen. Mithilfe verschiedener Positionierungs- und Formatierungsfunktionen können Daten und Zellen bearbeitet und benutzerdefiniert angepasst werden. Dieser Kurs erläutert die Formatierung von Zellen und Text mithilfe von Werkzeugen, wie der Funktion Format übertragen, und zeigt, wie Text verändert werden kann, sodass er optisch ansprechender wirkt. Ferner befasst sich dieser Kurs mit den unterschiedlichen Optionen zur Formatierung von Zahlen in Excel 2010.
Sprache: Deutsch",microsoft office,Fundamental Skills,0.9995993
,Applying Basic Data Formatting in Excel 2010,"

Excel 2010 provides a number of tools and features that allow you to visually enhance the appearance of worksheets and workbooks. Data and cells can be manipulated and customized using various positioning and formatting features. This course explores the processing of formatting cells and text, using tools such as the format painter and changing the way text is presented in order for it to be more visually appealing. This course also explains the various options for formatting numbers in Excel 2010.",microsoft office,Fundamental Skills,0.98891604
,Formato básico de datos en Excel 2010,"
Excel 2010 proporciona varias herramientas y características que permiten mejorar la apariencia de las hojas de cálculo y los libros. Los datos y las celdas se pueden manipular y personalizar con diferentes características de colocación y formato. En este curso se explica el proceso necesario para dar formato a celdas y texto, con herramientas como Copiar formato, y para modificar la presentación del texto con el fin de mejorar su apariencia visual. En el curso también se describen las diversas opciones que ofrece Excel 2010 para dar formato a números.
 
Idioma: Español Mexicano",microsoft office,Fundamental Skills,0.9990871
,Application d'une mise en forme de base à des données dans Excel 2010,"
Excel 2010 fournit un certain nombre d'outils et de fonctionnalités vous permettant d'améliorer l'apparence des feuilles de calcul et des classeurs. Les données et les cellules peuvent être manipulées et personnalisées à l'aide de diverses fonctionnalités de positionnement et de mise en forme. Ce cours étudie le procédé de mise en forme des cellules et du texte à l'aide d'outils tels que Reproduire la mise en forme, et vous explique comment modifier la présentation du texte afin de le rendre visuellement plus attrayant. Ce cours présente également les différentes options de mise en forme des nombres dans Excel 2010.
 
Langue: Français",microsoft office,Fundamental Skills,0.99468046
