,Title,Description,Topic,Subject Area,Score,type
181186,How To Clean The Water Dispenser On Your Fridge,A refrigerator water dispenser is a fun feature that sometimes gets overlooked during a routine kitchen cleaning. But cleaning,home & living,news,0.9639626049561448,2 - Topic unable to be determined – subject area used instead
93876,Chrissy Teigen's Mid-Length Hair Is MAJOR,,style,news,0.17881826565593828,3 - Topic calculated with low confidence score and no subject area available
200150,TiVo Shares Get Big Discount As Digital Video Recorder Pioneer Struggles To Fight Competition: Report,"In January, it pocketed $215 million from AT&T to settle a patent infringement dispute. The settlement could bode well for",tech,news,0.3299999115163691,1 - Topic determined by algorithm
21440,10 Things NOT To Do To Someone With Mental illness,1) Don’t Speak This seems to fly in the face of perceived wisdom. We are supposed to talk to someone when they are unwell,healthy living,news,0.013515738345899142,2 - Topic unable to be determined – subject area used instead
128151,Going for an AHA Moment: From Manolos to Meditation,"I wondered why there was no drop-in meditation studio for people like me with young children, jobs and limited time resources. Talk about an AHA moment! Suddenly, I could think of nothing else. In one split second -- goodbye, fashion editor. Hello, spiritual entrepreneur.",wellness,news,0.6836834061917778,3 - Topic calculated with low confidence score and no subject area available
105860,Give Me Your Dreamers That Are Searching For Purpose,Too many qualified foreign students are sent home after graduation. Indeed the gap between student and temporary employment visa issuances has widened extensively over the past decade.,worldpost,news,0.3690957922082082,2 - Topic unable to be determined – subject area used instead
44176,Man Shot Dead Outside U.S. Embassy In Nairobi After Knife Attack,The U.S. Embassy confirmed the shooting incident.,the worldpost,news,0.23346308842450406,2 - Topic unable to be determined – subject area used instead
110883,12 Pieces Of Grandparenting Advice For The Clintons,,fifty,news,0.20307632463811545,2 - Topic unable to be determined – subject area used instead
184627,Set Fire to Your Metabolism,"With all the talk today of fad diets, health scares and conflicting studies, it's nice to know there is a still common sense. Basic knowledge of health issues and diet can be attained by any person and does not go out of style.",wellness,news,0.3211278481112727,
165747,"Target Sports, Michigan Gun Store, Agrees To Stop Selling Targets Wearing Muslim Garb (PHOTO)","Although Walid told the Macomb Daily that the ""Crazy Bones"" target appeared to have been removed from the Thompson Target",business,news,0.848569851737105,1 - Topic determined by algorithm
160490,Wedding Lessons: Readers Share What They Learned While Planning Their Big Days,"Planning a wedding can teach you a lot -- about yourself, your spouse, your relationships with friends and family -- not",weddings,news,0.5480568083502262,3 - Topic calculated with low confidence score and no subject area available
164591,He Did What?: 17 Hilariously Strange Kid Habits,"Kids seriously say -- and do -- the funniest things. If you've ever thought one of your child's habits was odd, these confessions",parenting,news,0.7580420469449242,
156106,Your Action Is Your Religion,"My lack of integrity was preventing me from holding the energy necessary to manifest my vision. Like a house that lacks structural integrity and collapses under its own weight, my inner house was divided and could not stand.",wellness,news,0.8927788625114614,3 - Topic calculated with low confidence score and no subject area available
81928,These Influential Marijuana Users Defy The Stoner Stereotype,"""Times have changed, and so have public attitudes toward marijuana.”",politics,news,0.3100486314935881,1 - Topic determined by algorithm
88917,The Region's Options to Stop the Fragmentation,"The Obama administration entered a battle with the New York Times over an article questioning Iran's commitment in the nuclear talks. The White House and the State Department acted as Iran's advocate, reflecting the administration's obsession with leaving behind a legacy of forging a partnership with Iran.",worldpost,news,0.5093655230400824,3 - Topic calculated with low confidence score and no subject area available
64140,This Teacher Just Won $1 Million For Being Awesome At Her Job,"Palestinian teacher Hanan Al Hroub won the ""Nobel Prize for Teaching"" on Sunday.",impact,news,0.6378487815453889,
73738,Toddler's Walker Gets A Galactic Makeover From All-Star Tattoo Artist,Out-of-this-world awesome.,good news,news,0.2475971808751437,3 - Topic calculated with low confidence score and no subject area available
26534,The Tech Giant Suing Uber Is Taking Its Technology To Lyft,Waymo has accused Uber of stealing its work on self-driving vehicles.,business,news,0.8661236058253604,
105163,World Schooling: When Children Study Abroad,"We've found the best way to do this is to place your kids into a local school immediately upon arrival, something we like to call world schooling. Here are some of the things we've learned about our version of world schooling.",travel,news,0.0063818320585236074,
122795,Where Did My Super Cape Go?,"Just spending a few minutes on Facebook, Pinterest or Instagram makes me realize I'm surrounded by super moms. I really don't mean to, but I end up comparing myself to these moms. Where did my super cape go?",parents,news,0.21716054419495945,1 - Topic determined by algorithm
124822,Why Doesn't the New York Times Understand the Controversy Over Common Core?,"How can the nation's ""newspaper of record"" be so seriously indifferent to or ignorant of the major education issue of our day?",education,news,0.1612891266877422,
36275,"Religious Leaders, Groups Are Appalled By Trump's Immigration Orders","“As people of faith, when others choose to act out of fear, we choose welcome.”",religion,news,0.41491386103720507,2 - Topic unable to be determined – subject area used instead
90490,How to Eliminate Procrastination (The Surprising Strategy One Man Used),"We often think that we want an open road and the ability to choose any direction for ourselves. But sometimes, what we need is a tunnel that can reduce our choices and send us in a focused direction. How can you eliminate the need to make the same decisions over and over again? How can you use constraints to drive your habits forward -- even if it's in a very small way?",healthy living,news,0.4596651766199209,
25116,Jackie Cruz And Diane Guerrero Rethink Their Friendship After BFF Quiz,"""We don’t know anything about each other.""",latino voices,news,0.246195769833672,
193563,"Tommy Hilfiger Wears Odd Striped Pants To Japan Store Opening (PHOTO, POLL)",Check out Tommy's unique pants below and weigh in: Tommy Hilfiger and Jessica Alba were on hand in Japan on Monday to debut,style & beauty,news,0.2729637985195285,
86552,Addressing Veteran Suicide Head-on: Q&A With Oscar Winner Ellen Goosenberg Kent,"One number: 22. That's all it took to transform Ellen Goosenberg Kent from a filmmaker to a woman on a mission. ""When I heard that 22 veterans are killing themselves every day, I thought: This is outrageous. That's almost one every hour. I had to do something,"" she said.",politics,news,0.9978017791718188,2 - Topic unable to be determined – subject area used instead
94265,How The Nation Is Facing The New Era Of Journalism,,media,news,0.3824099494631608,
125727,Coffee Linked With Lower Liver Cancer Risk,"The study included 179,890 men and women of varying races, including Japanese Americans, African Americans, Latinos, Native",wellness,news,0.28226547130068924,1 - Topic determined by algorithm
93763,When Arab Power Meets Smart Power,"The coordination amongst the Arab states, U.S. enablers, and local tribesmen is unprecedented in that it represents the first truly Arab-led sustained combined air-ground campaign in modern history. It has demonstrated that the arena of smart power and force projection no longer exclusively belongs to Western military powers.",politics,news,0.2788255519194023,1 - Topic determined by algorithm
134308,How to Go With the Ebb and Flow of Relationships,"We are all interconnected. Relationships come into our lives to shape and mold us into our highest selves. Like the rock formations, seashells and sand are weathered and polished by the ocean waves, we are shaped and smoothed by the forces of our relationships.",wellness,news,0.7516196980424635,3 - Topic calculated with low confidence score and no subject area available
20112,"Sunday Times Fires Columnist Over Anti-Semitic, Sexist Story",Writer Kevin Myers derided two female BBC presenters who earn less than their male counterparts.,media,news,0.26551303575837304,1 - Topic determined by algorithm
139369,"Kate Erickson, Scandinavia House Communications Rep, And Her 5 Ingredients Or Less Rule","Photo/Art: Raydene Salinas Want more HuffPost Style beauty content? Check us out on Twitter, Facebook, Tumblr, Pinterest",style & beauty,news,0.20377745824516905,
120307,Brand As Human,,business,news,0.5786567951073974,1 - Topic determined by algorithm
61672,Sleep-Deprived Teens Are Up To 3 Times More Likely To Drive Drunk,Teens who slept fewer than 4 hours a night were three times as likely to drive drunk.,healthy living,news,0.3499603840985571,
22972,Takata Corp. Files For Bankruptcy Following Massive Airbag Recall,It is the biggest bankruptcy of a Japanese manufacturer.,business,news,0.2586788798536923,2 - Topic unable to be determined – subject area used instead
46998,Jay Ellis On How 'Insecure' Will Reshape The Perception Of Black America,“I wanted to find a way to change the conversation about black men in this country. Because we’re just like anybody else at the end of the day.”,black voices,news,0.001507322455798099,
86805,Celebrating July 4th in France,"It's the July 4th weekend. My wife, Kathy, and I have a bag full of red, white and blue pinwheels, some Stars and Stripes-brand snack cakes and a packet of mini-flags. We're nearly set for a holiday blowout in the country. Strangely, none of the stores is stocked with hot dogs or chips. No one around us seems to be doing the same.",travel,news,0.6041585651598786,2 - Topic unable to be determined – subject area used instead
189257,Ex Sex: Is It A Good Idea To Sleep With Your Ex?,"The Best Divorce Advice On YourTango You have officially called it quits. Then, one night, your ex calls and invites you",divorce,news,0.8650931270583174,
121422,10 Jarring Vintage Photos Of An Empty New York City,,arts,news,0.4880507026104964,2 - Topic unable to be determined – subject area used instead
190323,How I Learned to Stop Fearing My Reflection,Accepting our bodies -- and meaning it -- is harder than it seems. I don't want to live my life always five or 10 or 30 pounds away from being okay with myself.,wellness,news,0.30653338763859217,1 - Topic determined by algorithm
20643,Your Tumor Having The Worst Week In Washington,But don't you feel more free?,politics,news,0.9256120063758124,3 - Topic calculated with low confidence score and no subject area available
104853,I've Got Your Back: Tips to Lessen Back Pain,"According to medical studies, our efforts to alter the workplace to avoid back pain have been scrutinized by evidence-based medicine and found to be largely ineffective. The reason is because the causes of back pain are so varied person to person.",healthy living,news,0.2590161658618202,3 - Topic calculated with low confidence score and no subject area available
119575,Maher On Iraq: America Like A Women Who Wants To 'Fix The Bad Boy',,comedy,news,0.4788205568130776,
196776,How To Manage Your Appetite After A Bad Night's Sleep,"Save Your Carbs For Dinner If your blood sugar levels are on a rollercoaster all day, you can bet your cortisol is as well",wellness,news,0.5501718377463408,1 - Topic determined by algorithm
129788,8 Recipe Deal Breakers: What Are Yours?,"What are the deal breakers, or stallers, when it comes to recipes? Here are a few that popped into my head.",food & drink,news,0.5119284107956485,1 - Topic determined by algorithm
88177,Why I Taught My 4-Year-Old the F-Word,"We've always been straightforward about language in our house. Words are neither ""good"" nor ""bad,"" but some words are for Grownups Only. Somehow this has worked, and we are extremely lucky Sadie doesn't swear like a sailor. Jury is still out on Polly.",parents,news,0.021725286423534333,
86029,Chill Out With This Hypnotic Video Of Flowing 'Waves' Of Grass,Forget watching grass grow. Check out this almost hypnotic video of watching grass blow.  The mesmerizing footage of the,green,news,0.6407302842842632,2 - Topic unable to be determined – subject area used instead
145032,Fall TV Premieres That Make Us Want to Travel,It's the most wonderful time of the year for television lovers -- fall TV premieres! Season finales left us on edge wondering how we could make it through summer with the futures of our favorite characters in limbo.,travel,news,0.3198404992012941,2 - Topic unable to be determined – subject area used instead
47542,Emergency Alert About Bombing Suspect Has New Yorkers On Edge,Police wanted the public's help in their search for Ahmad Khan Rahami.,crime,news,0.4507906395483362,1 - Topic determined by algorithm
10218,A Feral Trump Leads The Feral Right. And Vice Versa.,"This post first appeared at BillMoyers.com on October 30, 2017. EDITOR’S NOTE: Take a long look at the photograph above of",politics,news,0.7764836843708433,
105170,15 Masterpieces That Make Barcelona Feel Like One Big Modern Art Museum,"In this egalitarian city, masterpieces are not hidden away in museums. Rather, they adorn the city's streets and squares. Here are 15 examples of modern art masterpieces that Barcelona's residents see every day.",arts,news,0.3847517015523829,
142738,"Lena Auerbuch, PR Associate, Shows Us Her Trick To Applying Liquid Eyeliner","When we spotted Lena Auerbuch walking around our office, we could tell she knew a thing or two about makeup. Between her",style & beauty,news,0.3823196611573836,2 - Topic unable to be determined – subject area used instead
27275,Emmanuel Macron Wins Pivotal French Presidential Election,"“A new page of our long history is turned,"" Macron said on Sunday.",the worldpost,news,0.4911503216575133,3 - Topic calculated with low confidence score and no subject area available
60752,"Under Pressure, House Republicans Inch Forward On Opioid Epidemic","""Someone has passed away since the gavel dropped,"" says Rep. Fred Upton.",politics,news,0.9136915537166808,3 - Topic calculated with low confidence score and no subject area available
105318,Ένας νεκρός σε συγκρούσεις μεταξύ διαδηλωτών και αστυνομίας στο Κάιρο,,green,news,0.2897783109915705,2 - Topic unable to be determined – subject area used instead
71297,"When Probable Cause Looks More Like 'Meh, Maybe?' Cause",A new ruling means tea leaves in the trash can be grounds for a drug raid.,politics,news,0.27349490627951434,2 - Topic unable to be determined – subject area used instead
139433,*NSYNC-Inspired Breakup Text Would Make 13-Year-Old You Proud,"If you would have asked us how to break up with someone back in seventh grade, we would have told you to do it exactly like",divorce,news,0.12686022687981735,1 - Topic determined by algorithm
63269,Why Many Terrorists Are Criminals Before They Turn To Extremism,A radicalization expert explains what countries can do to stem the violence.,the worldpost,news,0.2647182079914947,
183666,Staying Active At Work Will Improve Your Health (VIDEO),"Many of us spend hours sitting at a desk each day, but this low energy expenditure can lead to back pain, obesity and even",wellness,news,0.6392422677831648,1 - Topic determined by algorithm
86097,Internet Personality Michael Buckley On Giving 'Sex Tips' Off Broadway,"""I thought this was a good way to tip my toe back into the theater without freaking myself out.""",queer voices,news,0.7562609919805894,2 - Topic unable to be determined – subject area used instead
102676,How to Slow Aging Now: What Your Doctor Won't Tell You,,healthy living,news,0.7126722901005107,2 - Topic unable to be determined – subject area used instead
61815,Ariana Grande Went Broadway on MTV,"Ariana Grande performed ""Dangerous Woman"" with Jason Robert Brown at the MTV Movie Awards. Jason Robert Brown did the music and lyrics for 13, the show in which Ariana Grande made her Broadway debut.",entertainment,news,0.7783887000346708,3 - Topic calculated with low confidence score and no subject area available
3171,Samantha Bee Relives Stealing Cars As A 'Delinquent' Teenager,"“I was taking out of society.""",comedy,news,0.9971532388729444,
187130,"Oprah and Caroline Myss: Intuition, Power and Grace",It seems that we never run out of ways to explore who we really are at the core of our inner being. Each new question we ask has the potential to open yet another passageway into the depths of our souls.,wellness,news,0.40986717011954776,1 - Topic determined by algorithm
194194,Florida And The End Of The Road,American roads are really good and so are American cars.,travel,news,0.4571932454908497,
83738,Khloe Kardashian Poses Braless For Women's Health And Looks Amazing,"This is what a ""revenge body"" looks like.",entertainment,news,0.6716885738017416,1 - Topic determined by algorithm
11627,Senate Dems Leave No Room For Ambiguity In Denouncing Al Franken,"A woman has accused the senator of groping her without consent, and his colleagues say the claims should be taken seriously.",politics,news,0.10788258802306894,3 - Topic calculated with low confidence score and no subject area available
28806,7 Ways College Students Can Get Their Voice Heard,There is new dawn of political activism and engagement for America’s young people (as well as old!). As a college student,college,news,0.37067427380889,1 - Topic determined by algorithm
55146,Is CNN In Trump's Pocket Now?,"The June 23 Erin Burnett show on CNN (6pm, CDT) welcomed Corey Lewandowski as a new CNN ""political analyst"", the same Corey Lewandowski that was fired a couple of days earlier as Donald J. Trump's campaign manager.",politics,news,0.10205557311109216,
103975,15 Ways To Be Happier In 2015,Don't follow the crowds. Trying to emulate others deters you from that special path you were meant to take. Be inspired from their journey and put that energy into who you were meant to become.,healthy living,news,0.7391526580857751,3 - Topic calculated with low confidence score and no subject area available
21730,U.S. Hands Off Iran,I just travelled to Iran where was I was invited to speak at the University of Tehran about human rights and “humanitarian,world news,news,0.34757364811798097,
63489,Behold: Photos Of The New iPhone SE,"So shiny, so tiny!",tech,news,0.9636319900676702,
130687,"Sports Illustrated Swimsuit Cover 2014: Chrissy Teigen, Lily Aldridge AND Nina Agdal Strip Down!","The models join a long list of beautiful women (Christie Brinkley and Tyra Banks, to name a few) who have had the honor of",style & beauty,news,0.05782745685478119,
189272,Epsom Derby Ladies' Day Brings Out The Wild Hats (PHOTOS),"The actual festivities, which mark the monach's sixtieth year on the throne, will take place on June 3-5. But the entire",style & beauty,news,0.3347437475204075,
126155,Julius Randle's Inspirational Mom Is The Final Four's Most Outstanding Parent (VIDEO),"""If I'd called my manager and asked if I could have tomorrow off, they know what's going on,"" Kyles, who caught the thrilling",sports,news,0.3690782650792962,1 - Topic determined by algorithm
120841,Edie Windsor Thinks We Can Expect Marriage Equality Across The 50 States By 2024,,politics,news,0.9901462621174448,2 - Topic unable to be determined – subject area used instead
185474,The Summer Guilt,"Guilt just feels fruitless, so I try with every fiber of my being not to succumb to it. Except in the summer.",parenting,news,0.16088145830689693,
73473,Colorado Survivor Recounts Haunting Moment When Gunman Stared Him In The Eye,"""I've never experienced anything like that before.""",crime,news,0.8168876335094809,3 - Topic calculated with low confidence score and no subject area available
5101,Terrorism Analyst Fired For Racist Tweet Mocking Chinese Government,"Michael S. Smith II wrote in a mock Chinese accent, “We know wheh you sreep, rouwound eye. And who you sreepy with!!!”",politics,news,0.28015482736814745,2 - Topic unable to be determined – subject area used instead
104805,Needed: A True Diversity Map for America,"Sometimes childhood experiences motivate a lifetime of extraordinary work. That is certainly true for Georgetown University Law School professor and bioethicist Patricia King, a brilliant scholar and one of the most effective leaders you may not know.",politics,news,0.8097459332044847,
37352,Big-Hearted Iowa Principal Gets Head Shaved To Back Up Bullied Student,"“We can bring in the kids responsible, we can pull out the handbook and swat them with it, or we can choose to make this a life lesson.""",parents,news,0.4577021236661782,2 - Topic unable to be determined – subject area used instead
183195,Why Marilyn Monroe Has The Most Iconic Hair Of All Time (PHOTOS),"“In Hollywood a girl’s virtue is much less important than her hair-do,"" Marilyn Monroe once said. Inspiring numerous copy",style & beauty,news,0.9931795454861294,3 - Topic calculated with low confidence score and no subject area available
127860,Genovia Is A Place We Really Wish Were Real,Who's in charge? They allowed a teenager to rule and we think that rules. How could a country led by a teen NOT be the ultimate,travel,news,0.3393207073398463,
197820,DIY Renovation: Abbey Hendrickson's New York Farmhouse Bathroom Makeover (PHOTOS),Photo by Abbey Hendrickson Do you have any words of advice for those who want to hang wallpaper? I watched several YouTube,home & living,news,0.1530730614091741,3 - Topic calculated with low confidence score and no subject area available
73378,Sinead O'Connor Is 'Safe And Sound' After Emotional Facebook Post About Overdose,The singer has spoken publicly about the stigma of mental health issues.,entertainment,news,0.2652838824677648,3 - Topic calculated with low confidence score and no subject area available
60115,New App Uses Push Notifications To Reach Nonprofit Donors Faster,Charities are getting a boost.,impact,news,0.4696246920903161,1 - Topic determined by algorithm
167392,LeAnn Rimes' Hair On Jimmy Kimmel Makes Us Wish She'd Played It Safe (PHOTOS),"We tend to bemoan stars that play it too safe in the hair department -- you know, those celebrities who rarely veer away",style & beauty,news,0.3009338461991216,
97339,Can TV Save Local Media?,"Is it inevitable that TV stations suffer the same fate as their print counterparts? Will they too slash newsroom staffs, rely more and more on syndicated, national content and let advertisers encroach on editorial?",media,news,0.7592071952761485,2 - Topic unable to be determined – subject area used instead
118729,You Can Plant A Virtual Tree That Grows To The Rhythm Of Your Heartbeat,,arts,news,0.5453700113174136,1 - Topic determined by algorithm
89901,Dazzling Debut for Disneyland Diamond Celebration Shows,"Diamonds are Minnie's best friend too, and she proved it as Disneyland Resort kicked off its 60th anniversary in style.  Just in time for the start of summer, the two Disneyland Resort theme parks debuted three new shows, an all-new nighttime parade, fireworks show, and World of Color water and light spectacular.",travel,news,0.4403482617388324,3 - Topic calculated with low confidence score and no subject area available
58034,Shakira Clears Up Rumor So Paparazzi Will Stop Going Through Her Garbage,The singer was in Colombia shooting a new music video with Carlos Vives.,latino voices,news,0.5057530403278513,2 - Topic unable to be determined – subject area used instead
137220,"Grammys Nominations 2014 List: Jay Z Leads Pack, Macklemore, Lorde, Kendrick Lamar Score Too","The Grammys awards ceremony will air on CBS on Jan. 26, 2014. The full Grammy nominations list is available at the show's",entertainment,news,0.3717430181530108,2 - Topic unable to be determined – subject area used instead
85318,Chattanooga Shooting Highlights FBI Concerns,WASHINGTON (AP) -- The deadly shootings at military sites in Tennessee illustrate the threat that FBI officials have warned,crime,news,0.9857588643924304,3 - Topic calculated with low confidence score and no subject area available
186467,Queer Issues Are Class Issues: Where Next For The LGBTQ Movement?,"New York's forty-second Gay Pride Parade took place on Sunday, drawing tens of thousands of LGBT people and their allies",queer voices,news,0.5243841120868106,3 - Topic calculated with low confidence score and no subject area available
109887,Where Is Kim Jong-Un,,politics,news,0.2807511002506712,2 - Topic unable to be determined – subject area used instead
100899,The Best Medicine For Aging Brains,,fifty,news,0.4464733819124829,2 - Topic unable to be determined – subject area used instead
129149,Three Amazing Places to Go in Indonesia Besides Bali,"Bali is the stuff of vacation fantasies, no doubt, but three neighboring Indonesian islands offer similar dreamy landscapes, plus character all their own (and sometimes, fewer crowds).",travel,news,0.7717567715087733,2 - Topic unable to be determined – subject area used instead
170952,Earth's Core Blobs: Chemical Interaction May Shed Light On Composition Of Other Planets,"These findings might help explain dense layers thought to exist in the deep mantle of other planets, such as Mercury.However",science,news,0.08872801953537435,3 - Topic calculated with low confidence score and no subject area available
131646,Why I'll Always Mourn the Daughter I Never Had,I know that I've been given exactly the children I was meant to have and I love them with every fiber of my being. But still. There's a small part of me that will always mourn the little girl I dreamt of but never had.,parenting,news,0.5184489377010867,2 - Topic unable to be determined – subject area used instead
45544,Cross-Country Traveler Brings Trans Men Together One State at a Time,"As Malcolm Rene Ribot drives along I-90, he briefly looks down to smile at his Catahoula Leopard Dog, Grayson, who has his",queer voices,news,0.628033677483338,1 - Topic determined by algorithm
179655,"The Trumpet Skirt You Need For Fall 2012, For Under $100 (PHOTOS)","Each time we flip through a September issue, we are stopped in our tracks at the Stella McCartney ads starring Natalia Vodianova",style & beauty,news,0.6892944901193641,2 - Topic unable to be determined – subject area used instead
52268,Court Says Orange County DA's Tactic To Disqualify Judge Who Exposed Misconduct Was 'Abusive',"Still, the justices ruled in favor of the DA office's ability to disqualify the judge.",politics,news,0.43742326516396746,3 - Topic calculated with low confidence score and no subject area available
84195,Funniest Parenting Tweets: What Moms And Dads Said On Twitter This Week,Parents tweet the darndest things,parents,news,0.5200057184195739,
118731,7 Ways Your Health Is Like a River (And Why We Should Take Care of Both),"As a registered dietitian who helps teach people to keep their bodies healthy, I couldn't help but see a striking resemblance between the delicate dance of human health and that of a river. It is a perspective that I think may help others be more mindful of how we treat our bodies, as well as our precious rivers.",healthy living,news,0.15600158658748808,1 - Topic determined by algorithm
181488,"'Top Model' IQ Tests Really Do Happen, Tyra Banks Says","Ah, that's the ""Top Model"" we know and love. New judges, sharp-as-a-tack contestants -- will you tune in for the new season",style & beauty,news,0.7844315062027106,2 - Topic unable to be determined – subject area used instead
59459,Friday Talking Points -- It's My Party and I'll Cry If I Want To,"It's been a pretty momentous week in the history of American politics, folks. The Republican Party is going to nominate Donald Trump to run for the highest office in the land. Politics and entertainment are now one.",politics,news,0.999815703255868,2 - Topic unable to be determined – subject area used instead
64397,Trudeau Kicks Off U.S. Visit With Historic Climate Agreement,The two countries are seeking to improve cooperation on energy after Obama rejected the Keystone XL pipeline project last year.,politics,news,0.3015096204037657,2 - Topic unable to be determined – subject area used instead
90348,People With Depression Have A Greater Risk Of Developing Parkinson's Disease,,healthy living,news,0.3273015164169546,
68673,Cruz Sees Opportunity In GOP Opposition To His Bid,"Ted Cruz has made his mark in the Senate by making enemies. Now, those enemies are coming back to bite him by working against",politics,news,0.4184628074924642,
84529,Dionne Warwick Remembers Bobbi Kristina Brown,Dionne Warwick has nothing but good things to say about Bobbi Kristina Brown.   Just hours after E! News confirmed the famous,black voices,news,0.6223544590018323,2 - Topic unable to be determined – subject area used instead
102033,"Jennifer Aniston, Arianna Huffington Toast The Film 'Cake'",,entertainment,news,0.4707098096292081,
93620,South Korea Lifts Travel Ban On Japanese Journalist Charged With Defaming President,,media,news,0.6848437534073296,3 - Topic calculated with low confidence score and no subject area available
37772,The Time Trump Slammed 'Black-ish' For Being A 'Racist' Show,Some things never change.,black voices,news,0.3170250820284166,1 - Topic determined by algorithm
161355,Cooking Off the Cuff: Spring Shallots With Silver Dory,"Spring weather remains a fantasy here in the North-East, but those early alliums in the market made it seem a fantasy that just could become reality.",food & drink,news,0.2030605180708052,1 - Topic determined by algorithm
28877,These Two Gay Swimmers Are Best Friends And Each Other’s Rock,Axel Reed and Josh Velasquez formed a bond while coming out.,queer voices,news,0.6230739551413389,3 - Topic calculated with low confidence score and no subject area available
31334,Woody Harrelson Is Not Smoking Weed Anymore,"But he still thinks it's a ""great drug.""",entertainment,news,0.8981378866524211,
121703,Dealing With Temper Tantrums,"Anger and rage can destroy a person's ambitions, potential and dreams. It can even cost their life or the life of someone dear to them. This has been proven time and time again.",healthy living,news,0.8741844186047438,
56087,War Veteran Saves Dozens During Orlando Nightclub Shooting,"When Omar Mateen opened fire with his military style AR-15 assault rifle on a gay nightclub in Orlando, there was one man",politics,news,0.2325849199256077,3 - Topic calculated with low confidence score and no subject area available
195904,Weight Loss Success: Nancy Pettit Found A Diet Plan She Could Stick To And Lost 140 Pounds,"Dieting and binging became my pattern; I’d be ""good” for a while by skipping meals or only having liquid shakes, and then",wellness,news,0.6704352971798236,1 - Topic determined by algorithm
127438,Hockey Fan Learns Why You Shouldn't Always Bang On The Glass During A Game,A hockey fan learned the hard way that it's not always the right time to bang on the glass during a game. Just enjoy the,sports,news,0.8453907654958625,1 - Topic determined by algorithm
43133,"Here's What We Learned During This Miserable, Endless Election Year",Lesson one: Things can always get worse.,politics,news,0.2801880376999092,3 - Topic calculated with low confidence score and no subject area available
180601,Money Saving Tips: Green Ways To Cut House Costs,From DealNews' Lou Carlozo: Quick: Imagine someone's hacked your bank account to steal your hard-earned cash bit by bit. They've,environment,news,0.0077536521287746565,2 - Topic unable to be determined – subject area used instead
167459,10 Gross Things You Hope Your Kids Will Never Do (But Probably Will),"Let’s face it, kids are gross. It’s no secret that crappy diapers, projectile spit up, and snot come along with the territory",parenting,news,0.3666727572973879,1 - Topic determined by algorithm
20045,Maybe 'Bernie Bros' Just Don't Like Wall Street Democrats,There is a stream of thinking running through my Twitter feed today emanating from the die-hard Democrats I follow. The gist,politics,news,0.1057229819451867,
95487,Pamper Yourself and Your Pooch at 3 Florida Hotels,"While there isn't currently a specific pet package (hint, hint -- they should create one), if you call to make your reservation, hotel staff will leave a special goodie bag in your room, chock full of dog treats and toys.",travel,news,0.8548662811784735,1 - Topic determined by algorithm
27371,The 'American Idol' Reboot Is Heading To ABC In 2018 (UPDATED),"In other news, more hours in the day are being created just for Ryan Seacrest.",entertainment,news,0.045911349054670765,
48830,Bernie Sanders Says Hillary Clinton Should Cut Ties With Clinton Foundation If Elected,"""She should cease all operations, all contact, with the Clinton Foundation,"" the senator said.",politics,news,0.6840453741442901,
117848,Those Who Make It Possible,"On days when you get to relax and have fun gathering with your friends and family for picnics and maybe some fireworks, give a few minute thoughts to those who keep us safe while we do it.",impact,news,0.7607141218704574,
122548,Study Finds Americans Exaggerate How Much They Go To Church,,religion,news,0.16028474709491625,3 - Topic calculated with low confidence score and no subject area available
139604,When the Passion and Excitement in Your Relationship Is Waning,"Do you feel a lack of excitement in your relationship? Perhaps a certain feeling of passion or excitement that was once there no longer exists, is much less frequent than it was or far less intense?",divorce,news,0.4459755434962407,3 - Topic calculated with low confidence score and no subject area available
127153,5 Famous Coca-Cola Myths That You've Probably Heard,Have you heard that Coca-Cola spelled backwards is actually a secret anti-Muslim message written in Arabic?,food & drink,news,0.4779276232243351,3 - Topic calculated with low confidence score and no subject area available
33026,Freakishly Warm February Could Ring In Earliest Cherry Blossom Peak Bloom On Record,The National Park Service now expects the trees to look their best between March 19 and 22.,politics,news,0.09734267391568152,
143054,Rosie Huntington-Whiteley To Diet Advice From Agent: 'Go F**k Yourself!',"Yet Rosie is hopeful for today's rising class of models. Thanks to an increase in press coverage, not to mention their own",style & beauty,news,0.9862431382629502,1 - Topic determined by algorithm
172224,World AIDS Day: 10 New Things We've Learned About HIV/AIDS This Year,"AIDS, or acquired immunodeficiency syndrome, is caused by HIV, or the human immunodeficiency virus, and is considered the",wellness,news,0.3493367835655812,3 - Topic calculated with low confidence score and no subject area available
74935,Watch 'Aladdin' Meet 'Hamilton' In Sidewalk Rendition Of 'A Whole New World',Don't you dare close your eyes.,entertainment,news,0.3641337227127709,
74642,Artists Share Images Of Peace And Solidarity After Paris Attacks,"""I thought we needed a message for peace,"" said the graphic designer behind one widely shared image.",arts & culture,news,0.2954868180768224,
50404,Ride Out Summer 2016 With Andy Grammer's Stellar Spotify Playlist,"Grammer has ""Fresh Eyes"" on these tracks.",entertainment,news,0.9573936766142715,
45608,"Russian Ambassador: We're Not Hacking You, Promise",The U.S. government says otherwise.,politics,news,0.737505742798332,2 - Topic unable to be determined – subject area used instead
73616,This Is How Celebrities Are Celebrating Thanksgiving In 2015,They keep things surprisingly low key.,entertainment,news,0.8495813544988454,3 - Topic calculated with low confidence score and no subject area available
