Entity Type,Title,Description,Topic,Subject Area,Score,Manual,Correct
Item,Accident Investigation-Spanish,"This is the Spanish version of MARCOM's video on Accident Investigation that provides employees with the information they need to understand the goals of an accident investigation, the process itself, and how they can participate in the process to help make their workplace safer. When accidents happen, it's important to know why. Even when the reason seems obvious, the real cause may be more complicated. That's where accident investigation comes in. It examines the incident systematically to determine its true root causes. This information can then be used to update policies, procedures or equipment to help make sure a similar accident doesn't occur in the future. Areas covered in the program include accidents and near misses, investigations and root cause analysis, the role of tools and equipment, the importance of training, the role procedures play in preventing accidents, learning from accidents and more. This video is one of the most effective and efficient ways to get employees the training that they need, in a classroom or individually through their desktop or tablet computer.",[],,[],,
Item,Compressed Gas Cylinders,"MARCOM's video on Compressed Gas Cylinders provides the information that employees need to work safely with these potentially hazardous storage containers and the gases inside them. In today's work environments, compressed gas is used for refrigeration, welding, heating and many other purposes. But compressed gases and the cylinders that contain them can be dangerous. Employees who work with them need to know how to handle them safely. Areas covered in the course include hazards associated with compressed gases, moving and transporting cylinders safely, positioning cylinders properly, proper hook-up procedures, safe storage practices, storage incompatibilities, and more. This video is one of the most effective and efficient ways to get employees the training that they need, in a classroom or individually through their desktop or tablet computer.",[],,[],,
Item,Bullying & Other Disruptive Behavior: for Managers & Supervisors,"MARCOM's Video on Bullying and Other Disruptive Behavior: for Managers and Supervisors provides the information managers and supervisors need to help prevent this type of behavior in their department and deal with it when it does happen. The words bullying and disruptive behavior often make us think of how children sometimes act. But grown-ups who bully and engage in other forms of disruptive behavior on the job can interfere with the functioning of the workplace, disturb and threaten coworkers and even affect their health. Areas covered in the program include the effects of bullying and other disruptive behavior; coaching your department about bullying and disruption; handling a report of bullying or other disruption; informal responses and awareness intervention; and addition levels of intervention. This video is one of the most effective and efficient ways to get employees the training that they need, in a classroom or individually through their desktop or tablet computer.",[],,[],,
Item,Asbestos Awareness,"MARCOM's videoon Asbestos Awareness provides employees with important information needed to understand the health risks associated with asbestos, be able to recognize asbestos hazards in their workplace and know what to do to protect themselves and others from exposure to asbestos, and also helps employers comply with the training requirements of the OSHA Asbestos Standard.",[],,[],,
Item,Active Shooter: Surviving an Attack,"MARCOM's video on Active Shooter: Surviving an Attack provides step-by-step explanations of the survival techniques that law enforcement agencies recommend to help people get through an active shooter incident safely. All too often these days, we hear about active shooter incidents multiple shootings in nightspots, public areas and workplaces. What should employees do to survive if one of these situations takes place where they work? Areas covered in the program include preparing for the unpredictable, recognizing and surviving an attack, running or hiding from a shooter, when to fight and what to do once the police arrive.",[],,[],,
Item,Managing Virtual Teams: Techniques and Best Practices,"A key tool enabling global businesses to keep pace, remain competitive and be profitable is the Virtual Team. Managing Virtual Teams is a skill that many leaders struggle with. This course will offer insights and best practices to help managers deal with challenges and maximize their teams true potential. The first major section outlines the major teaching points. Next, the course delves into the concept of connection and how this differs from a team manager's role in the past. This section is followed by one that lays out the process and tasks for setting up a Virtual Team. After the mid-review questions, the course material drills down into the critical elements for establishing team trust and accountability, including areas for potential conflict and what deliverable management and sustainable CPR entails. Next, team building activities are covered. The last section provides insight into what the future may hold in store for Virtual Teams.",[],,[],,
Item,Observe - Every Customer is Unique,"This video is the third lesson out of four in the 'Customer Service: Make it Easy!' series. Be conscious of your customer's words and demeanor. Also, be aware of customers' level of knowledge and use language appropriate for them. Every customer is unique; the key is to not treat every customer the same. A quiz is included in the video course version of 'Customer Service: Make it Easy!'.",[],,[],,
Item,Lesson 6: The Workplace,"Lesson 6: The Workplace explores: five general office manners explored through sample problems - Saying hello upon arriving at work, giving privacy when needed, Interrupting in an open office environment, multi-tasking without being rude, and being late; 3 fireable offenses; grooming at work; and 3 workplace guidelines.",[],,[],,
Item,Lesson 7: Meetings,Lesson 7: Meetings explores: why your behavior during meetings can make or break your career; sample problem - What to do when a colleague isn't paying attention during a meeting; sample problem - What to do when you're leading a meeting/presentation and someone is asking overbearing questions or making difficult comments; 7 guidelines for meetings; and the 2 Block Rule.,[],,[],,
Item,Lesson 12: The 24/7 Professional,"Lesson 12: The 24/7 Professional explores: sample problem - a rude gesture outside of work comes back to bite you when you arrive at work; how actions outside of work affect you at work; social situations become business social situations; why it's important to maintain a professional image during business trips; review of the two key concepts, three goals, three principles, and the Five-Step Method for Solving Problems.",[],,[],,
Item,To The Point About: Preventing Back Injuries,"Our workplace is full of hazards, hazards that can hurt us or kill us. Controlling these hazards and preventing injuries is the point of our safety and health program. One such hazard is the risk of suffering a back injury due to improper lifting or poor posture. Practicing safe lifting techniques and maintaining neutral posture can prevent injuries. That is the point of our facilitys efforts to prevent back injuries and that is the point of this program. So, pay close attention as we get to the point about preventing back injuries. Topics include how the components of the back work, how back pain and injuries occur, proper lifting techniques, maintaining a neutral posture and responding to back pain.",[],,[],,
Item,Americans with Disabilities Act,"The Americans with Disabilities Act (ADA) was passed to establish a clear and comprehensive prohibition of discrimination on the basis of disability as well as to provide clear, strong, consistent, and enforceable standards addressing discrimination against individuals with disabilities. This program is part of The HR Law for Managers Series. This series provides a comprehensive resource that will orient managers to components of key employment laws; provide details, relevant to managers, for each of these laws; and explain in practical terms, how to apply the laws in context with specific situations as relate to a managers duties. You are encouraged to take advantage of the detailed Fact Sheet that supports each program in the HR Law for Managers Series.",[],,[],,
Item,Age Discrimination in Employment Act,"The Age Discrimination in Employment Act (ADEA) applies to employers with 20 or more employees, including state and local governments, as well as employment agencies, labor unions, and the federal government. It protects employees, and applicants, who are 40 years of age or older. This program is part of The HR Law for Managers Series. This series provides a comprehensive resource that will orient managers to components of key employment laws; provide details, relevant to managers, for each of these laws; and explain in practical terms, how to apply the laws in context with specific situations as relate to a managers duties. You are encouraged to take advantage of the detailed Fact Sheet that supports each program in the HR Law for Managers Series.",[],,[],,
Item,Making a Budget,"Welcome to the BizLibrary Productions series on Personal Financial Goals! This is the third video in the series. If you have not watched 'Establishing Your Financial Goals' and 'Prioritizing Your Financial Goals', please do so. This video not only discusses budgets, but it also explains how to construct one using the 50/20/30 rule.",[],,[],,
Item,Effective Online Meetings 5: Design,"Welcome to the Effective Online Meeting series, which covers everything you need to know about holding an effective web meeting, online presentation or webinar. The design of an online meeting or presentation is very similar to an in-person presentation. However, there are some important differences. This video addresses some things that you need to consider from a design standpoint.",[],,[],,
Item,"Congratulations, You're a Supervisor! (Part 1 of 12)","Welcome to the 1st video of 12 in the Supervisor Fundamentals series! Whether youre in retail, healthcare, manufacturing, financial services or any other industry, these video lessons will help quickly get you up to speed on your two primary tasks as a supervisor: Creating a high-performance team and a great place for your team to work. Whether your new, recently promoted, or you simply never got the basic training, you have all kinds of opportunities for personal and career growth. This video lesson covers what to do in the beginning stages of this important transition into the supervisor role!",[],,[],,
Item,Closing the Sale,"Welcome to the 13th video in the Selling at a Distance series. If products and services simply sold themselves, organizations wouldnt need salespeople at all! Even with todays technology, the salesperson remains a critical driver of revenue. In this series, salespeople will learn how to master the new skills required to Sell at a Distance. Traditional closing techniques don't always work like they used to. This video talks about how to find a good medium between the close early and often and only twisted minds twist arms viewpoints.",[],,[],,
Item,Research Your Research,"Welcome to the 2nd video in our Advanced Train the Trainer series. The series is designed to help experienced trainers improve the impact of their work and is divided into four sets of programs: Training Management, Research, Content Development and Delivering Training. This video is part of the Training Management programs and helps you understand why you need to research your research!",[],,[],,
Item,Media Options and Learning,"Welcome to the 12th video in our Advanced Train the Trainer series. The series is designed to help experienced trainers improve the impact of their work and is divided into four sets of programs: Training Management, Research, Content Development and Delivering Training. This video is part of the New Learner programs and discusses the pros and cons of your various training options.",[],,[],,
Item,Managing Cognitive Load,"Welcome to the 13th video in our Advanced Train the Trainer series. The series is designed to help experienced trainers improve the impact of their work and is divided into four sets of programs: Training Management, Research, Content Development and Delivering Training. This video is part of the Content Development programs and will discuss how to make certain that the cognitive load of training stays within the correct limit.",[],,[],,
Item,Creating Effective Program Notes,"Welcome to the 21st video in our Advanced Train the Trainer series. The series is designed to help experienced trainers improve the impact of their work and is divided into four sets of programs: Training Management, Research, Content Development and Delivering Training. This video is part of the Content Development programs and covers the importance of note-taking. For subject matter experts and course developers, the message is clear. Using presentation slides for student notes is the wrong approach.",[],,[],,
Item,Training Process vs Programs,"Welcome to the 22nd video in our Advanced Train the Trainer series. The series is designed to help experienced trainers improve the impact of their work and is divided into four sets of programs: Training Management, Research, Content Development and Delivering Training. This video is part of the Delivering Training programs and discusses how training events are only one part of what it takes to achieve something called transfer of learning.",[],,[],,
Item,Transferring Skills to the Next Generation,"Welcome to the 27th and final video in our Advanced Train the Trainer series. The series is designed to help experienced trainers improve the impact of their work and is divided into four sets of programs: Training Management, Research, Content Development and Delivering Training. This video is part of the Delivering Training programs and discusses the transferring of skills between different generations and learning styles.",[],,[],,
Item,Disagreements at Work: Introduction,"Welcome to our Advanced Supervisor series on Disagreements at Work. This series shows you how to handle disagreement in a professional fashion BEFORE things get out of hand, and head into prolonged conflict or high-emotion anger. This is the first video in a series of four and is designed to cover some general rules on handling disagreement and how to handle it in a professional fashion. The series list is included as a reference to the suggested viewing order.",[],,[],,
Item,Supervisor Fundamentals,"Welcome to our 12-part video course on Supervisor Fundamentals! 60% of frontline managers fail within the first two years in their role. 26% felt they were not ready for the role, and 58% reported receiving no management training. What can you do to turn these numbers around? A crucial element to success is training as your newly promoted managers transition to roles that require new, and frequently unfamiliar, skills and competencies. Learning objectives include: beginning stages of the transition; leading and communications; necessary traits of supervisors; establishing credibility and trust; going from buddy to boss; team meetings; learning team members roles and duties; obtaining feedback from others; conducting team interviews; observing your new team in action; developing a team strategic plan; and, pitfalls to avoid. This program is valid for 1 PDC for the SHRM-CP or SHRM-SCP and 1 hour of recertification credit through the HR Certification Institute. Please be sure to note the program ID number in your online recertification file. For more information about certification or recertification, please visit the SHRM website at www.shrm.org and the HRCI website at www.hrci.org. SHRM Activity ID: #16-WPB1L and HRCI Activity ID: #275475",[],,[],,
Item,Achieving Buy-In for Change: Part 1,"Welcome to the Make Change Work series, written and presented by business performance veteran and award-winning author, Randy Pennington. This 10-part video series presents real ideas for thriving in a world of constant change. It is a guide to help you design and implement a strategy for leading change and delivering meaningful business results. This is the fourth video and is designed to show that you must engage and reengage others at every step of the way to build support and ownership for results. The series list is included as a reference to the suggested viewing order.",[],,[],,
Item,Achieving Buy-In for Change: Part 2,"Welcome to the Make Change Work series, written and presented by business performance veteran and award-winning author, Randy Pennington. This 10-part video series presents real ideas for thriving in a world of constant change. It is a guide to help you design and implement a strategy for leading change and delivering meaningful business results. This is the fifth video and discusses the importance of communicating what is important to build support and buy-in. The series list is included as a reference to the suggested viewing order.",[],,[],,
Item,Discipline and Accountability for Results,"Welcome to our Advanced Supervisor series on Discipline. This is the first video in a series of four and is designed to help you understand what discipline is, help you determine if there is a people or process problem and, finally, how to provide employees with immediate and structured input. Discipline can mean many different things such as; punishing or penalizing someone, a set of rules or regulations, and a result of work experience and adversity. Whatever the context you are using, this four-part video series will help you get down to the root cause of a problem and take the correct disciplinary action needed. The series list is included as a reference to the suggested viewing order.",[],,[],,
Item,Progressive Discipline,"Welcome to our Advanced Supervisor series on Discipline. This is the fourth and final video of this series and covers the progressive discipline process for non-severe situations. The program further discusses the advantages and disadvantages of using a progressive discipline process. Discipline can mean many different things such as; punishing or penalizing someone, a set of rules or regulations, and a result of work experience and adversity. Whatever the context you are using, this four-part video series will help you get down to the root cause of a problem and take the correct disciplinary action needed. The series list is included as a reference to the suggested viewing order.",[],,[],,
Item,What to do When You Hate Your Job,"Welcome to the Job Satisfaction programs. This is the second and final video and is designed to help you turn your job attitude around. You can either do something about your problems, or accept them and move on. When it comes to hating your job, its not so much what to do. Its what NOT to do. This two-part program will show you the reasons why 15 to 70% of people dislike their job and how you can change your attitude to make your work more enjoyable. The program list is included as a reference to the recommended viewing order.",[],,[],,
Item,Manager: Getting Started on Accountability,"Welcome to the Accountability programs. This is the third video in a program of five and is designed to show you how to build accountability with your teammates, department, and company. Things like inefficiencies, rework, defective products, misunderstandings, or theft, happen because theres no one taking responsibility to fix them. This five-part program will help leaders run the company in accordance with standards for performance excellence and help employees do the right thing, the right way, every time, all the time. This video is designed for managers, but individual contributors at any level will gain value from the content. The program list is included as a reference to the recommended viewing order.",[],,[],,
Item,Delivering the Bad News Message,"Welcome to the Delivering Bad News video series. This is the second video lesson in a series of two and discusses how to construct your bad news message so that is received properly. Nobody likes to be the bearer of bad news, yet it has to be done. Employees may need to be informed of negative performance appraisals or you simply may need to say no to a customer or someone else about something they want. These video lessons will help you properly prepare and deliver any type of bad news in the most appropriate way.",[],,[],,
Item,How to Pay Attention and Listen!,Welcome to the Advanced Supervisor Skills video lesson on How to Pay Attention and Listen. This video lesson will provide an 8-step process on how to truly pay attention and really listen to someone.,[],,[],,
Item,Putting it all Together,"Welcome to the Make Better Decisions with Framing video series. This is the eleventh and final video lesson in this series and wraps up how to recognize framing, analyze risk, determine credibility and assign value to things. Operate your FRAME of reference, and not someone elses. Its funny how you can change the way things are perceived, just by the way you say them, isnt it? If you can change perceptions, can you also change peoples behavior, just by saying things in a particular way? This video series will teach you what framing is, how to know when it is being used on you and how to effectively use it on others.",[],,[],,
Item,Options for Transcribing Audio to Text,"Welcome to the Transcribing Audio and Notes to Text video series. This is the second video lesson in a series of six and provides factors to consider as you review all the options available to you. In this day and age of portable digital recorders, dictation apps on smartphones, audio and video recordings of webcasts, and audio captures of meeting presentations, theres a massive amount of textual information in digital audio format. Whether youre in a medical, legal, insurance, or investment field or just taking notes at a meeting, this video series will teach you techniques and methods of how to convert multiple types of audio and handwritten notes into text.",[],,[],,
Item,Questions to Ask Before Transcribing Audio,"Welcome to the Transcribing Audio and Notes to Text video series. This is the third video lesson in a series of six and provides a number of questions that need to be answered before beginning the audio file transcription process. In this day and age of portable digital recorders, dictation apps on smartphones, audio and video recordings of webcasts, and audio captures of meeting presentations, theres a massive amount of textual information in digital audio format. Whether youre in a medical, legal, insurance, or investment field or just taking notes at a meeting, this video series will teach you techniques and methods of how to convert multiple types of audio and handwritten notes into text.",[],,[],,
Item,How to Transcribe Audio to Text,"Welcome to the Transcribing Audio and Notes to Text video series. This is the fourth video lesson in a series of six and provides do-it-yourself tips for efficiently and accurately transcribing a spoken audio file into text. In this day and age of portable digital recorders, dictation apps on smartphones, audio and video recordings of webcasts, and audio captures of meeting presentations, theres a massive amount of textual information in digital audio format. Whether youre in a medical, legal, insurance, or investment field or just taking notes at a meeting, this video series will teach you techniques and methods of how to convert multiple types of audio and handwritten notes into text.",[],,[],,
Item,Creating Better Audio for Transcription,"Welcome to the Transcribing Audio and Notes to Text video series. This is the fifth video lesson in a series of six and covers some simple steps to follow for audio that is captured specifically for later transcription In this day and age of portable digital recorders, dictation apps on smartphones, audio and video recordings of webcasts, and audio captures of meeting presentations, theres a massive amount of textual information in digital audio format. Whether youre in a medical, legal, insurance, or investment field or just taking notes at a meeting, this video series will teach you techniques and methods of how to convert multiple types of audio and handwritten notes into text.",[],,[],,
Item,Introduction to Performance Excellence,"Welcome to the introduction version of the Performance Excellence video series. This is the first video lesson in a series of five and discusses the many secrets to success, but explains that you have to change your focus to performance excellence, if you want to achieve true success. Performance excellence isnt going to happen on its own. So what does it take to construct a healthy, competitive, high-performing organization? It takes changing your focus to performance excellence. This video series will help you commit to excellence so that you may be the force that drives the acceleration of your organization. Dont let what IS, limit what COULD BE.",[],,[],,
Item,A Framework for Excellence,"Welcome to the introduction version of the Performance Excellence video series. This is the second video lesson in a series of five and discusses how to master the basics and what it means to, manage all the components in your organization as a unified whole to achieve ongoing success. Performance excellence isnt going to happen on its own. So what does it take to construct a healthy, competitive, high-performing organization? It takes changing your focus to performance excellence. This video series will help you commit to excellence so that you may be the force that drives the acceleration of your organization. Dont let what IS, limit what COULD BE.",[],,[],,
Item,Values for Excellence,"Welcome to the introduction version of the Performance Excellence video series. This is the third video lesson in a series of five and covers the beliefs and behaviors that research has found embedded in high-performing organizations. Performance excellence isnt going to happen on its own. So what does it take to construct a healthy, competitive, high-performing organization? It takes changing your focus to performance excellence. This video series will help you commit to excellence so that you may be the force that drives the acceleration of your organization. Dont let what IS, limit what COULD BE.",[],,[],,
Item,Performance Excellence - Introduction,"Welcome to our 5-part video course on the Introduction to Performance Excellence! Performance excellence isnt going to happen on its own. So what does it take to construct a healthy, competitive, high-performing organization? It takes changing your focus to performance excellence. This video course will help you commit to excellence so that you may be the force that drives the acceleration of your organization. Dont let what IS, limit what COULD BE.",[],,[],,
Item,How to Effectively Manage Time,"Welcome to our 8-part video course on How to Effectively Manage Time! This video course is designed to help you stop procrastinating and get you started on your A-tasks. You only have a finite amount of time to spend in your life so you need to ask yourself, how am I going to use the time that I have? The learning objectives of this eight-part course are: how to rate the factors in your life in order of importance so you can make better decisions based on prioritization; how to start building and organizing your personal long-term plan; ways to maximize your time with proper planning and prioritization; how to stop procrastinating; and ultimately, how to improve personal and organizational effectiveness. So are you going to make things happen, or are you going to watch things happen? This program is valid for 1 PDC for the SHRM-CP or SHRM-SCP and 1 hour of recertification credit through the HR Certification Institute. Please be sure to note the program ID number in your online recertification file. For more information about certification or recertification, please visit the SHRM website at www.shrm.org and the HRCI website at www.hrci.org. SHRM Activity ID: #16-CNI4L and HRCI Activity ID: #280351",[],,[],,
Item,Planning for Strategic Relationships,"Strategic relationships focus on long-term personal benefits with an emphasis on career and personal development. This series of video lessons covers planning, launching, and expanding these valuable connections. The first video lesson in a series of four, Planning for Strategic Relationships introduces the goals and characteristics of a strategic relationship, explores the limitations and benefits of such relationships, and provides a roadmap for starting and progressing such an affiliation.",[],,[],,
Item,The Three Types of Effectance,"Welcome to the 1st of our 7-part video series on Effectance: The Key to Motivation. Effectance Motivation is a relatively new theory. Its based on the premise that theres a fundamental, underlying force thats linked to job satisfaction, job enrichment, and individual motivation. Its suggested that, once basic physical needs are satisfied, theres a unique drive to have an effect on your environment, through your own efforts. In this video lesson, you will learn about and better understand what Effectance Motivation is and about the three effectance types: people effectance, object effectance, and self effectance.",[],,[],,
Item,Effectance Motivation Fundamentals,"Welcome to the 3rd of our 7-part video series on Effectance: The Key to Motivation. Effectance Motivation is a relatively new theory. Its based on the premise that theres a fundamental, underlying force thats linked to job satisfaction, job enrichment, and individual motivation. Its suggested that, once basic physical needs are satisfied, theres a drive to have an effect on your environment, through your own efforts. In this video lesson, you will learn five basic concepts that can be used in the workplace, how blocks have an effect on you, and how to motivate yourself.",[],,[],,
Item,Maximizing the Effectance Experience,"Welcome to the 6th of our 7-part video series on Effectance: The Key to Motivation. Effectance Motivation is a relatively new theory. Its based on the premise that theres a fundamental, underlying force thats linked to job satisfaction, job enrichment, and individual motivation. Its suggested that, once basic physical needs are satisfied, theres a drive to have an effect on your environment, through your own efforts. In this video lesson, you will learn three factors that impact the quality of the effectance experience. Further you will learn to match assignments to talents by immediately rewarding good performance, and give people time to enjoy the flow state that reward generates.",[],,[],,
Item,Effectance: The Key to Motivation,"Welcome to our 7-part video course on Effectance: The Key to Motivation. Effectance Motivation is a relatively new theory. Its based on the premise that theres a fundamental, underlying force thats linked to job satisfaction, job enrichment, and individual motivation. Its suggested that, once basic physical needs are satisfied, theres a drive to have an effect on your environment, through your own efforts. In this video course, you will learn how to create better job enrichment, motivational situations, and drive higher performance. This program is valid for 1 PDC for the SHRM-CP or SHRM-SCP and 1 hour of recertification credit through the HR Certification Institute. Please be sure to note the program ID number in your online recertification file. For more information about certification or recertification, please visit the SHRM website at www.shrm.org and the HRCI website at www.hrci.org. SHRM Activity ID: #16-R90B7 and HRCI Activity ID: #289189",[],,[],,
Item,Train the Trainer - Content Development,"Welcome to our 9-part video course on Advanced Train the Trainer - Content Development! This video course is designed to help experienced trainers improve the impact of their work, and discusses how to make certain that the cognitive load of training stays within the correct limit. In this video course, you learn how to move the scorecard on targeted business results, learn a 6-step process you can embed into your business structure, and also, how to structure and present information to take advantage of common memory techniques. This program is valid for 1.25 PDCs for the SHRM-CP or SHRM-SCP and oneand a quarter hours of recertification credit through the HR Certification Institute. Please be sure to note the program ID number in your online recertification file. For more information about certification or recertification, please visit the SHRM website at www.shrm.org and the HRCI website at www.hrci.org. SHRM Activity ID: #16-8CMC4 and HRCI Activity ID: #290598",[],,[],,
Item,Train the Trainer - Delivering Training,"Welcome to our 6-part video course on Advanced Train the Trainer - Delivering Training! This video course is designed to help experienced trainers improve the impact of their work and discusses the transferring of skills between different generations and learning styles. In this video course, you will learn how to improve follow-up coaching and reinforcement, learn about the importance of building a training curriculum in a learning organization, and also, learn about the Transfer of learning. This program is valid for 1 PDC for the SHRM-CP or SHRM-SCP and 1 hour of recertification credit through the HR Certification Institute. Please be sure to note the program ID number in your online recertification file. For more information about certification or recertification, please visit the SHRM website at www.shrm.org and the HRCI website at www.hrci.org. SHRM Activity ID: #16-PW8LF and HRCI Activity ID: #290600",[],,[],,
Item,Making Better Decisions with Framing,"Welcome to our 11-part video course on Make Better Decisions with Framing! This video course wraps up how to recognize framing, analyze risk, determine credibility and assign value to things. Operate your FRAME of reference, and not someone elses. Its funny how you can change the way things are perceived, just by the way you say them, isnt it? If you can change perceptions, can you also change peoples behavior, just by saying things in a particular way? This video course will teach you what framing is, how to know when it is being used on you and how to effectively use it with others. This program is valid for 1.5 PDCs for the SHRM-CP or SHRM-SCP and 1.5 hours of recertification credit through the HR Certification Institute. Please be sure to note the program ID number in your online recertification file. For more information about certification or recertification, please visit the SHRM website at www.shrm.org and the HRCI website at www.hrci.org. SHRM Activity ID: #16-Q1QY8 and HRCI Activity ID: #290601",[],,[],,
Item,How to Deal with Disagreement,"Welcome to our 4-part video course on How to Deal with Disagreement! This series shows you how to handle disagreement in a professional fashion BEFORE things get out of hand, and head into prolonged conflict or high-emotion anger. This video course addresses different types of disagreements, shows the ways disagreement can decrease effectiveness, and provides a range of potential solutions. This program is valid for 1 PDC for the SHRM-CP or SHRM-SCP and 1 hour of recertification credit through the HR Certification Institute. Please be sure to note the program ID number in your online recertification file. For more information about certification or recertification, please visit the SHRM website at www.shrm.org and the HRCI website at www.hrci.org. SHRM Activity ID: #16-LUE6Q and HRCI Activity ID: #289203",[],,[],,
Item,Tips for Transcribing Audio and Notes,"Welcome to our 6-part video course on Tips for Transcribing Audio and Notes! In this day and age of portable digital recorders, dictation apps on smartphones, audio and video recordings of webcasts, and audio captures of meeting presentations, theres a massive amount of textual information in digital audio format. Whether youre in a medical, legal, insurance, or investment field or just taking notes at a meeting, this video series will teach you techniques and methods of how to convert multiple types of audio and handwritten notes into text. In this video course, you will learn software and hardware options you can use to maximize the accuracy of transcribing handwriting to digital text, provide tips on handling content, and how to capture the clearest audio for the job.",[],,[],,
Item,Using the Discipline Process,"Welcome to our 4-part video course on Using the Discipline Process! In this video course, you will learn a progressive discipline process for non-severe situations and the advantages and disadvantages of using a progressive discipline process. Discipline can mean many different things such as; punishing or penalizing someone, a set of rules or regulations, and a result of work experience and adversity. Whatever the context you are using, this four-part video series will help you get down to the root cause of a problem and take the correct disciplinary action needed. This program is valid for 1 PDC for the SHRM-CP or SHRM-SCP and 1 hour of recertification credit through the HR Certification Institute. Please be sure to note the program ID number in your online recertification file. For more information about certification or recertification, please visit the SHRM website at www.shrm.org and the HRCI website at www.hrci.org. SHRM Activity ID: #16-O6JZZ and HRCI Activity ID: #290604",[],,[],,
Item,Social Awareness Tools,"Welcome to the Using Emotional Intelligence video series! Emotional Intelligence comes naturally to some, and is difficult for many others. This eight-lesson video course covers the major components of EI: self-awareness, self-regulation, social awareness, and relationship management.This is the fifth of eight video lessons, and in this video lesson, we discussed the importance of social awareness as a component of Emotional Intelligence. Now, well give you a few more tools to use in situations that call for social awareness.",[],,[],,
Item,Put-Down Response Strategies,"Welcome to the Verbal Self-Defense at Work video lessons! While the assumption of goodwill must rule every workplace, occasionally you will encounter people who cross the line of respectful discourse, and whose 'word games' flirt with the gray area between honest humor, covert aggressiveness and bullying. The final step in the put-down game is preparing to shut down the aggressor. This lesson will equip you with some strategies, both passive and proactive, to neutralize these people.",[],,[],,
Item,HIPAA: Introduction,"Welcome to the HIPAA Basics video lessons! This series is designed for Compliance Officers, HIPAA Compliance Officers (Privacy and Security), and Employees of organizations that are required to comply with HIPAA, including Covered Entities and Business Associates. HIPAA Basics provides an overview of the basic principles in HIPAA, HITECH and Omnibus. The three principle areas of HIPAA will be covered: Privacy, Security and Breach Notification. This video lesson, the first of eight, will introduce the learner to the HIPAA rules, objectives and vocabulary, discuss major updates to HIPAA, and clarify exactly what health information is protected by the act.",[],,[],,
Item,HIPAA: Breach Notification,"Welcome to the HIPAA Basics video lessons! This series is designed for Compliance Officers, HIPAA Compliance Officers (Privacy and Security), and Employees of organizations that are required to comply with HIPAA, including Covered Entities and Business Associates. HIPAA Basics provides an overview of the basic principles in HIPAA, HITECH and Omnibus. The three principle areas of HIPAA will be covered: Privacy, Security and Breach Notification. This video lesson, the second of eight in the HIPAA Basics video course, will help the learner understand what a breach is, what the consequences of a breach are, and how to deal with a breach once it's happened.",[],,[],,
Item,9 Easy Ways To Be Smarter Every Day,"Research shows that how we approach situations and how we feed our brains can significantly improve our mental horsepower. As part of an ongoing drive to be better every day, this lesson explores actions and habits that we can develop for daily improvement of our mental capacities and readiness. These ideas include mental, social, and physical concepts that contribute to our brain power. This lesson will help you understand that you CAN get smarter, learn that doing so shouldn t be complicated or stressful, and provides important ideas that you might add to your daily routine.",[],,[],,
Item,The Great Overlooked Opportunity,"Welcome to the Developing B-Players into Top Performers video series! Managers typically spend most of their energy working with their high performers-- their superstars-- or with their low performers, trying to improve results. As a result, the middle tier of employees-- the people who show up and get their work done-- get ignored. In this video lesson, we will look at the tiers of employees and explore why B-players often don't get the attention and nurturing appropriate to their high potential to contribute.",[],,[],,
Item,Identifying Potential A-Players,"Welcome to the Developing B-Players into Top Performers video series! Managers typically spend most of their energy working with their high performers-- their superstars-- or with their low performers, trying to improve results. As a result, the middle tier of employees-- the people who show up and get their work done-- get ignored. In this video lesson, we will explore how to identify high-potential employees among your B-players. What should you look for? What qualities translate to highly effective team members?",[],,[],,
Item,Building Aspiration in B-Players,"Welcome to the Developing B-Players into Top Performers video series! Managers typically spend most of their energy working with their high performers-- their superstars-- or with their low performers, trying to improve results. As a result, the middle tier of employees-- the people who show up and get their work done-- get ignored. Aspiration is a necessary quality in developing a B-player into an A-player. However, it is not limiting in the early stages of identifying potential, because it can be increased. This lesson explores how to inspire high-potential employees to greater their self-confidence and ambition.",[],,[],,
Item,Leveraging the Talents of B-Players,"Welcome to the Developing B-Players into Top Performers video series! Managers typically spend most of their energy working with their high performers-- their superstars-- or with their low performers, trying to improve results. As a result, the middle tier of employees-- the people who show up and get their work done-- get ignored. In this video lesson, we will discuss the importance of leveraging an employee's strengths, see what happens when people are placed in roles that accentuate their weaknesses, and explore how to assess talent.",[],,[],,
Item,How to Build More A-Players,"Welcome to the Developing B-Players into Top Performers video series! Managers typically spend most of their energy working with their high performers-- their superstars-- or with their low performers, trying to improve results. As a result, the middle tier of employees-- the people who show up and get their work done-- get ignored. This final video lesson in the series explores the processes that have to be in place to turn B-players into A-players and also provides tips for supporting B-players as they develop.",[],,[],,
Item,Developing B-Players into Top Performers,"Welcome to the Developing B-Players into Top Performers video course! Managers typically spend most of their energy working with their high performers-- their superstars-- or with their low performers, trying to improve results. As a result, the middle tier of employees-- the people who show up and get their work done-- get ignored. This video course will help managers understand that these 'B-Players' are an enormous untapped resource, recognize what factors are holding these employees back, and learn how to help these employees become high performers. This program is valid for 1 PDC for the SHRM-CP or SHRM-SCP and 1 hour of recertification credit through the HR Certification Institute. Please be sure to note the program ID number in your online recertification file. For more information about certification or recertification, please visit the SHRM website at www.shrm.org and the HRCI website at www.hrci.org. SHRM Activity ID: #16-2YQDV and HRCI Activity ID: #294695",[],,[],,
