Entity Type,Title,Description,Topic,Subject Area,Score
Item,The mindful leader,"This course will teach you all about the benefits of mindfulness, and we?ll show you how it works.
",leadership,Leadership essentials,0.59952766
Item,Inspirational leadership learning bundle,"The Inspirational Leadership learning bundle contains lots of learning on leadership models and principles. There are quick read pocket books as well as an engaging e-learning course on what inspirational leadership is all about. 

This learning content is aimed at people wanting to learn the basics about modern leadership in the workplace whilst providing some useful background on leadership models used both in the past and today.",leadership,Delegation for managers,0.99918085
Item,Leadership skills video bundle,"Do you know what makes a leader successful?
It's hard to put your finger on just what it is that the best leaders have, which less-effective ones don't. 
There are four core groups of theories about the foundations of good leadership. When you understand them, you can adapt them for your own circumstances.
The first of these are the trait theories. They explore the characteristics a good leader has. For instance, do you need integrity? Empathy? Assertiveness? Or all three? They examine which traits are most desirable and useful when you're in a leadership role.
The next group of theories look at behavior. What do the best leaders DO? For instance, do they bark instructions, or do they involve their team in decisions? Understanding the different approaches can help you decide how to behave as a leader.
",leadership,Personal development,0.99512815
Item,Managing change,,change management,Change,0.84657335
Item,Navigating workplace change - Audio book,"The organisation where you work is going through change—like every organisation today. It may be growing, downsizing, restructuring, transforming. It may have merged recently or been acquired by another company. Perhaps your industry has changed so much that the job you were doing five or ten years ago is now obsolete. Or your department or team has gone through a restructuring and your job description includes skills you only learned six months ago. Whatever the changes may be, you’re likely feeling the effects. You may be adjusting to a new manager, new co-workers, or new processes and ways of working.",,Managing change,Score < threshold
Item,MANAGING PEOPLE: Conversation Planner Interactive Template,"This is an interactive template for managers to support planning for performance and development conversations with your team members.

Just download it and type directly in!",soft skills,Manager induction,0.9895014
Item,Manager Induction development ideas,,management,Manager induction,0.71587634
Item,Workshop - Performance and Development Conversations for Managers,"During this 3.5 hour interactive workshop, you will:

- prepare for and facilitate a performance and development conversation
- identify the barriers to effective performance and development conversations
- identify strategies for managing emotional responses during performance and development conversations
- explore the Specsavers model for development for our employees

If you would like to register to attend this workshop, click on the 'Register' button. If there are no dates currently available, please click on the 'Notify Me of New Dates' button and the L&D team will get in touch when there are new workshop dates scheduled.",,Management,Score < threshold
Item,Workshop - Communicating with Your Team,"During this 3 hour interactive workshop, you will:

- recognise the different styles of communication that will exist in your team
-  identify strategies for communicating with and managing  different communications styles
- identify the core skills required to communicate effectively with your team

If you would like to register to attend this workshop, click on the 'Register' button. If there are no dates currently available, please click on the 'Notify Me of New Dates' button and the L&D team will get in touch when there are new workshop dates scheduled.",communications,Management,0.9949384
Item,MANAGING PEOPLE: Performance Management,This module continutes your learning on the standard expectations of a manager at Specsavers. This module explores our Performance Management processes in more detail. It also covers where you can access resources and support to help you in your role as a manager.,management,Manager induction,0.63698834
Item,MANAGING PEOPLE: Introduction to managing at Specsavers,"This short online module introduces you to the the standards and behaviours expected of managers at Specsavers, as outlined in the Specsavers Vision and Values and The Way We Work.",soft skills,Manager induction,0.9928772
Item,MANAGING PEOPLE: A manager's guide to Great Conversations,This guide is designed to help you ensure that your one-to-one meetings (or ‘check-ins’) are effective and useful. It includes a suggested agenda which may be useful for quick reference. These meetings should be supportive and allow for a great two-way conversation between you and your direct report.,soft skills,Management,0.9917509
Item,Performance development learning bundle,"
This collection of learning will give you some great tips on effective performance development.",information technology,Managing performance,0.9653858
Item,GDPR - getting it right for our customers,"Overview

Phase 2 of the mandatory GDPR training. This module has been designed to train you on the changes that we must make in the customer journey to reflect the new GDPR legislations including capturing customers consents and individual rights. Includes assessment quiz that needs a 100% pass mark.

Objectives

By the end of this module you will be able to:


	Ask all customers the new consent questions
	Discuss the importance of gaining customer consent through great conversations and instilling confidence that we will protect their data
	Use the consent app that will be found in SOCRATES, Sycle and Sycle Professional
	Follow the correct process for individual rights
	Ensure GDPR compliance understanding throughout all stores/territories


Audience

All retail colleagues including Partners and Managers

Duration

15 mins",it security,Compliance,0.9672495
Item,Giving and receiving feedback learning bundle,"
This course will rewire the way you think about giving and receiving feedback. Your business needs brave and fearless managers who know how to give and receive feedback, and this course is packed full of ideas to help you.",feedback,Innovation and problem solving,0.99884844
Item,Effective 121s virtual classroom,,,Managing performance,Score < threshold
Item,Effective 121s action based workshop,,,Managing performance,Score < threshold
Item,Welcome to Effective 121s,,,Managing performance,Score < threshold
Item,Managing Performance at Specsavers,"This workshop will provide you with
the essential skills and knowledge
to manage and motivate other
people to achieve their best
performance.
You will explore the link between
high-performing individuals, teams
and their business. You will develop
your feedback skills, handling
difficult or demotivated people and
learn to celebrate success.",performance management,Managing performance,0.9560717
Item,Transcript - Collecting evidence interview,,,Managing performance,Score < threshold
Item,Collecting evidence,,,Managing performance,Score < threshold
Item,MANAGING PEOPLE: Flexible working toolkit for managers,"
This course has been designed to provide managers with the knowledge and tools they need to manage flexible working requests from their teams, as well as leading a flexible team successfully at Specsavers.",soft skills,Management,0.9681921
Item,Workshop - Making Flexible Working Work,"
This course has been designed to provide managers with the knowledge and tools they need to manage flexible working requests from their teams, as well as leading a flexible team successfully at Specsavers.",,Management,Score < threshold
Item,MANAGING PEOPLE: Performance and development conversations development ideas,"This guide provides a list of ideas to help you have effective performance and development conversations. We have split it into 'Try It', 'Discuss It' and 'Study It' suggestions to help you choose a range of development actions that include both formal and informal learning. You do not need to do everything on the list, simply choose what will work best for your development need and make a start!",soft skills,Management,0.8285984
Item,Workshop - Performance and Development Conversations for Managers,"During this 3.5 hour interactive workshop, you will:

- prepare for and facilitate a performance and development conversation
- identify the barriers to effective performance and development conversations
- identify strategies for managing emotional responses during performance and development conversations
- explore the Specsavers model for development for our employees

If you would like to register to attend this workshop, click on the 'Register' button. If there are no dates currently available, please click on the 'Notify Me of New Dates' button and the L&D team will get in touch when there are new workshop dates scheduled.",,Management,Score < threshold
Item,UNDERSTANDING SPECSAVERS: 20-60-20 A story about Learning,This video from John Perkins will bring to life how to embed a 20-60-20 development approach to your own and your team's development.,,Management,Score < threshold
Item,MANAGING PEOPLE: Situational leadership,This learning bundle contains video's and a guide with a variety of development actions for you to choose from to develop your Situational Leadership skills.,leadership,Management,0.837008
Item,Situational Leadership Workshop,"The aim of this workshop is to give you tools and techniques to develop your skills as a people manager or leader.

At the end of this workshop, you will be able to:


	Understand and use the Situational Leadership model to enhance your ability to lead people and manage tasks
	Use the model to determine a person’s capability and motivation towards completing a task
	Flex your leadership style to get better business outcomes and enhance working relationships


HOW TO REGISTER

If there are available dates and you would like to register to attend this workshop, click on ‘Offerings’ and then on ‘Register now’.

If there are no dates available, click on ‘Notify me of new dates’ and you will receive a notification from iLearn when a new date has been scheduled.

If you don’t see the ‘notify me of new dates’ button, click on the workshop title and it will take you to the correct screen.",leadership,Management,0.99898857
Item,Video -  Situational Leadership Style 1 Conversation,"This video forms part of the Situational Leadership topic. It takes a look at a Style 1 conversation in action.

Learning Objectives:
• Understand and use the Situational Leadership model to enhance your ability to manage people and tasks
• Use the model to determine a person’s capability and motivation towards completing a task
• Flex your management style to get better business outcomes and enhance working relationships",leadership,Management,0.99866104
Item,Video - Situational Leadership Style 4 Conversation,"This video forms part of the Situational Leadership topic and looks at the Style 4 conversation in action.

Learning Objectives:
• Understand and use the Situational Leadership model to enhance your ability to manage people and tasks
• Use the model to determine a person’s capability and motivation towards completing a task
• Flex your management style to get better business outcomes and enhance working relationships",leadership,Management,0.9985146
Item,Video - Situational LeadershipStyle 3 Conversation,"This is from the Situational Leadership learning topic and it looks at conversation Style 3 in action.

Learning Objectives:
• Understand and use the Situational Leadership model to enhance your ability to manage people and tasks
• Use the model to determine a person’s capability and motivation towards completing a task
• Flex your management style to get better business outcomes and enhance working relationships",leadership,Management,0.9956689
Item,Video - Situational Leadership Style 2 Conversation,"This video forms part of the Situational Leadership topic. It takes a look at a Style 2 conversation in action.

Learning Objectives:
• Understand and use the Situational Leadership model to enhance your ability to manage people and tasks
• Use the model to determine a person’s capability and motivation towards completing a task
• Flex your management style to get better business outcomes and enhance working relationships",leadership,Management,0.99873096
Item,MANAGING PEOPLE: Challenging conversations,An article debunking some myths on having challenging conversations with your team.,soft skills,Effective communication,0.99851555
Item,MANAGING PEOPLE: The power of positive language,"This article is about how to alter your language to be positive and constructive, rather than abrasive, hostile or confrontational.",soft skills,Management,0.9761587
Item,MANAGING PEOPLE: Effective communication for managers development ideas,"This guide provides a list of ideas to get you started on your development plan for communicating effectively as a manager. We have split it into 'Try It', 'Discuss It' and 'Study It' suggestions to help you choose a range of development actions that include both formal and informal learning. You do not need to do everything on the list, simply choose what will work best for your development need and make a start!",communications,Management,0.92700315
Item,MANAGING PEOPLE: Top 10 tips for handling a difficult conversation,This article gives you some practical ways to approach a difficult conversation with someone.,soft skills,Effective communication,0.9973774
Item,Workshop - Communicating with Your Team,"During this 3 hour interactive workshop, you will:

- recognise the different styles of communication that will exist in your team
-  identify strategies for communicating with and managing  different communications styles
- identify the core skills required to communicate effectively with your team

If you would like to register to attend this workshop, click on the 'Register' button. If there are no dates currently available, please click on the 'Notify Me of New Dates' button and the L&D team will get in touch when there are new workshop dates scheduled.",communications,Management,0.9949384
Item,Great Managers Deliver Great Results - based on 7 habits by Franklin Covey,,soft skills,Management,0.9256172
Item,Specsavers Online First Line Manager Development Programme,,,HR for managers,Score < threshold
Item,Managing Virtual Teams,"

“Yours truly has never worked out of an office, and never will.” – Richard Branson
Are you ready to get the most out of the growing movement of virtual team management? There are many reasons to use a virtual team over an in-house one. Long-distance collaboration. Easier hiring. Reduced costs. Thats why there has been an 80% increase in telecommuting staff over the last few years.
However, its something that can so easily go wrong. There are downsides like reduced motivation, poor communication and limited trust between team members.
This course is designed to help you avoid the pitfalls, and implement processes that will help you get the most out of your virtual teams. It’ll look at each process, step-by-step, so you dont miss anything.",,Management,Score < threshold
Item,New to Management Learning Bundle,,management,Management,0.9781716
Item,Management ebooks,,management,Commercial awareness,0.989344
Item,Team working excellence learning bundle,"
This Team Working Excellence course is designed for anyone who works in or manages a team and would like to improve their team working skills.  ",team dynamics,Collaboration,0.7943712
Item,IMPACT - Managing Teams and Others - Day 2 of 3 - Classroom Based Workshop,,,Management,Score < threshold
Item,IMPACT - Managing Self - Day 1 of 3 - Classroom Based Workshop,,,Management,Score < threshold
Item,IMPACT - Managing Performance - Day 3 of 3 - Classroom Based Workshop,,,Management,Score < threshold
Item,Interview Skills,"Almost all of us have at least a few irrational fears. It could be that you’re scared of mice. Or perhaps a trip to the dentist brings you out in a cold sweat. For most people, these fears are minor.
But what if your fear is being interviewed?...
Well, you wouldn’t be alone. According to a recent study, over 90% of adults are anxious about job interviews.
Fear, nerves and stage fright can keep you from the job you want. And it’s easy to see why interviews can be nerve-wracking, but it doesn’t have to be that way. The scary interview situation is pretty easy to handle if you master a few basic tactics and techniques. This factsheet will help to lay them all out.
By the end, you’ll learn that confidence grows out of preparation. Nerves are normal, and why a wacky tie, might be a bad idea.
The aim of the elearning is simple – we want to give you the skills and knowledge, so you feel confident and deliver your best performance at your next interview.",,Recruitment and selection,Score < threshold
Item,Right To Work,,,Recruitment and selection,Score < threshold
Item,Recruitment videos learning bundle,"
This collection of videos will give you some tips on how to recruit effectively.",recruiting,Recruitment and selection,0.9648787
Item,Right to Work - Infographic,,,Recruitment and selection,Score < threshold
Item,Right to Work - Factsheet,,,Recruitment and selection,Score < threshold
Item,Welcome to Effective Recruitment,,recruiting,Recruitment and selection,0.9859384
Item,Effective Recruitment virtual classroom,,recruiting,Recruitment and selection,0.99350077
Item,DVLA - Classroom Training,"

By the end of the course you will: 
• Know what the DVLA is and what they do
• Understand what Specsavers is doing in partnership with the DVLA
• Understand the customer journey
• Know what a V3 is and how one is completed
• Know how to process a V3 for a customer.",,Holding,Score < threshold
Item,Hearcare Mailboxes - Classroom Training,"
By the end of the course you will be confident in using the NHS.net and Google mailboxes to process queries from our Hearcare customers.",,Hearcare,Score < threshold
Item,Cambridge Inbound - Classroom Training,"

By the end of the course you will: 
• Be able to process back office tasks in Choose & Book
• Be confident in working the Systm One task list
• Know how to attach a referral to a record in Systm One. ",,Hearcare,Score < threshold
Item,Fax Referrals - Classroom Training,"

By the end of the course you will: 
• Be able to access fax referrals using eGain
• Know how to process the faxes
• Know where to save copies of the fax for future reference
• Be confident in calling out to the patients to book appointments for them",,Hearcare,Score < threshold
Item,AQP Inbound - Classroom Training,"

By the end of the course you will be:confident in responding to inbound queries from NHS Hearcare customersable to book, change and cancel appointments in Sycleable to create patient records in Sycleknow how to request replacement batteries
Search tags:  Hearing, battery, UKCC",,Hearcare,Score < threshold
Item,Proxima - Classroom Training,"

By the end of the course you will:
 - Be able to access Proxima
 - Understand what Proxima is and what it is used for
 - Understand how Proxima interacts with other systems
 - Know how to create sessions, templates and locations in Proxima",,Hearcare,Score < threshold
Item,Sycle Diary Management - Classroom Training,"

By the end of the course you will:
• Know how to access and update diary management requests in Footprints. 
• Be able to set up new providers, managers and reception staff in Sycle
• Be able to configure clinic diaries
• Know how to create and use schedule blocks. ",management,Hearcare,0.9966008
Item,Cambridge Back Office - Classroom Training,"

By the end of the course you will: 
• Be able to process back office tasks in Choose & Book
• Be confident in working the Systm One task list
• Know how to attach a referral to a record in Systm One. ",back office,,keyword match
Item,REDDI - Classroom Training,"

By the end of the course you will be confident in using REDDI to:
- locate Lensmail customers
- update customers' DD records
- view payment history
- move funds from one store to another
- create new DD instructions for Lensmail customers",,Core Optics,Score < threshold
Item,Lensmail Letters - Classroom Training,"

This course is to enable you to work Lensmail Letters.
By the end of the course you will: 
• Know how to locate the Lensmail Letters queue in Epiphany
• Know how to access the templates and identify which one to use
• Be able to use the job queue to verify a bank details change
• Be able to complete a letter and attach it to the customer's file",,Core Optics,Score < threshold
Item,Restart Requests - Classroom Training,"

By the end of the course you will:
- Be confident in using REDDI to amend newly restarted schemes
- Be able to create new DD instructions in REDDI
- Know how to capture arrears for a customer
- Know how to send restart letters to customers",,Core Optics,Score < threshold
Item,Lensmail - Classroom Training,"

By the end of the course you will: 
• Be able to respond to Inbound queries from Lensmail customers
• Know what Lensmail is and how it benefits our customers
• Be confident in using Epiphany
• Know how to create requests
• Understand the difference between 'advanced' and 'arrears' payers.",,Core Optics,Score < threshold
Item,Socrates Contact Lens Queries - Classroom Training,"

By the end of the course you will:
• Understand how to navigate the Contact Lens module of Socrates
• Know how to talk a store through the system
• Be able to answer the most frequently asked questions about Lensmail processes from store. ",,Core Optics,Score < threshold
Item,Lensmail Requests - Classroom Training,"

By the end of the course you will:
• Know how to locate request queues in Epiphany
• Know how to prioritise your workload when working requests
• Be aware of best practice when working requests.",,Core Optics,Score < threshold
Item,New Store Appointments - Classroom Training,"

This course will enable you to take New Store Appointment calls.
By the end of the course you will: 
• Know how to find diaries for new stores
• Be able to book appointments for customers of new stores",,Core Optics,Score < threshold
Item,Emails - Classroom Training,"

By the end of the course you will: 
• Understand the importance of style and tone when responding to customers
• Be able to confidently use eGain to respond to customer emails
• Know how to search for previous emails
• Be able to start new email threads in eGain
• Be able to use templates to save time

",,Core Optics,Score < threshold
Item,Store Support Back Office 1 - Classroom Training,"

By the end of the course you will: 
• Be able to process Store to Store Issues
• Know when to process a manual transfer
• Know when to raise a footprint for a store transfer issue",back office,,keyword match
Item,Store Support Back Office 2 - Classroom Training,"
By the end of the course you will be able to comfortably handle Store Support and Advanced Scheme Requests. ",back office,,keyword match
Item,UK/ROI e-Commerce - Classroom Training,"

By the end of the course you will:
• Understand the customer journey for buying online
• Know what products we offer online in the UK/ROI
• Be able to verify customer prescriptions and process orders on the Cassie system
• Know how to process returns, replacements and refunds for e-Commerce customers",e-commerce,Core Optics,0.9793601
Item,Store Support: Introduction to Systems - Classroom Training,"

By the end of the course you will:
• Understand what Plato Main Menu (VNC) is and what it does
• Understand the Job Queue and what it does
• Be able to use the Job Queue to locate and update jobs
• Understand how and when to raise footprints
• Understand what REDDI is and what it does.",,Core Optics,Score < threshold
Item,Store Support Back Office 3 - Classroom Training,"

By the end of the course you will:
• Be able to process daily tasks
• Understand what Data Clean-Up is and how to do it
• Know what Futures are and how to process them
• Know what an EDDI link report shows and how we help the stores to process them.",back office,,keyword match
Item,Store Support - Classroom Training,"

By the end of the course you will:
• Be able to answer queries from store colleagues
• Know how to use REDDI for Direct Debit queries
• Be able to use SQL to check for Epiphany jobs
• Understand more about how Socrates works
• Be able to process store support requests and raise footprints.",,Core Optics,Score < threshold
Item,Wholesale - Classroom Training,"

By the end of the course you will:
• Understand the customer journey for buying online
• Know what products we offer online in the UK/ROI
• Be able to verify customer prescriptions and process orders on the Cassie system
• Know how to process returns, replacements and refunds for e-Commerce customers",,Core Optics,Score < threshold
Item,Consumer Rights,"
This course will help you understand the legislation and put it into practice where you work.",,Customer,Score < threshold
Item,Laboratory Technician Classroom training,"Laboratory Technician
Course overview:
This practical training event gives lab technicians the opportunity to glaze multifocal lenses, plus more complex frame and lens combinations. 
Search Term = #CDPUK
Tags: Lab tech, lab technician, induction, new starter
Lab Technician, Laboratory Technician Classroom Training
",lab training,Lab,0.99577737
Item,Quality auditing masterclass,"This course is available to both Retail and Laboratory Colleagues.
Duration: 3.5 hours
This course will look at the Quality Audit which should be conducted on a daily/weekly basis instore which helps to ensure top class product quality. Each delegate will be expertly shown how to conduct the quality audit, looking at the most common fails, along with how to look for these fails, what the causes are, and how to remedy the flaws. In the course, the delegate will be tested on the audit criteria and given feedback along the way.
At the end of the course, the delegate will be able to: expertly conduct a product quality audit, explain the quality audit criteria, effect change based on audit findings",auditing,Lab,0.97923744
Item,Product in Focus January 2017,,,Product,Score < threshold
Item,Sun 2017,"This infographic helps the learner discover the importance of UV protection. This will enable them to answer customer queries with confidence.
Tags:�sun glasses, sunglasses, UV, polarised, polarising, polarized, polarizing, tints, tint, tinted, reactions, transitions, photochromic, photo chromic, transition, Sun 17, Sun 2017",,Product,Score < threshold
Item,Software  – Additional Development Options,,information technology,,0.8623631
Item,SOFTWARE: InDesign - workshop,"The aim of this workshop is to enhance your InDesign skills.

HOW TO REGISTER

If there are available dates and you would like to register to attend this workshop, click on ‘Offerings’ and then on ‘Register now’.

If there are no dates available, click on ‘Notify me of new dates’ and you will receive a notification from iLearn when a new date has been scheduled.

If you don’t see the ‘notify me of new dates’ button, click on the workshop title and it will take you to the correct screen.",adobe indesign,Adobe,0.9218765
Item,Software  – Additional Development Options,,information technology,,0.8623631
Item,SOFTWARE: Photoshop - workshop,"The aim of this workshop is to enhance your Photoshop skills.

HOW TO REGISTER

If there are available dates and you would like to register to attend this workshop, click on ‘Offerings’ and then on ‘Register now’.

If there are no dates available, click on ‘Notify me of new dates’ and you will receive a notification from iLearn when a new date has been scheduled.

If you don’t see the ‘notify me of new dates’ button, click on the workshop title and it will take you to the correct screen.",photoshop,Adobe,0.98728687
Item,SOFTWARE: Compiere guides,These user guides help you to enhance your skills using the program Compiere.,,Adobe,Score < threshold
Item,Gold-Vision introduction (video 5:46),"This course is designed for any new starters in the Domiciliary business or for anyone who-needs a refresh. It will take you around 1 hour in total to complete the videos provided which can be accessed at your own pace. Within this course you will have access to videos, guides and infographics as well as forum boards and webinar sessions for any additional questions you may have.

Search tags:�gold, vision, goldvision, gold-vision, health, call, contacts, venues, create, amend, schedule, diary, report, scorecard, score-card, recalls, domiciliary, CDP, HCGV,�Domiciliaryoptom",business,Domiciliary,0.9307975
Item,iPhone new Apple ID,"End user device phones.
As part of the DigiCorp Digital Workspace initiative, the Digital end-user device Phones project now allows the phone option available in the corporately owned personally enabled offering to include the use of not only the BlackBerry Classic, but also the iPhone 6s & Samsung 6S. This new offering will now enable users to manage their work more effectively across multiple platforms.�
",iphone,End-user devices,0.7453701
Item,Samsung S6 Specsavers Gmail account guide,"End user device phones.
As part of the DigiCorp Digital Workspace initiative, the Digital end-user device Phones project now allows the phone option available in the corporately owned personally enabled offering to include the use of not only the BlackBerry Classic, but also the iPhone 6s & Samsung 6S. This new offering will now enable users to manage their work more effectively across multiple platforms.�
",communications,End-user devices,0.57824385
Item,Genesys Rollout Training,"
Genesys is Specsavers’ all-in-one customer management and point- of -sale system, including diary administration, clinical history and product dispensing functions.

Throughout this course we’re going to step through common customer scenarios using Genesys. We’ll simulate how you’ll use the system in real life and give you feedback when, you don’t quite get it right.",management,Genesys,0.63662153
Item,Google slides - Chromecast and google slides,,,Holding,Score < threshold
Item,Google drive - Working on mobile,,,Holding,Score < threshold
Item,Google mail - Tips for busy assistants (and their managers),,,Holding,Score < threshold
Item,Google docs - Advanced features,,,Holding,Score < threshold
Item,Google maps - My maps,,,Holding,Score < threshold
Item,Google mail - Google groups basics,,,Holding,Score < threshold
Item,"Google apps - How to use Google apps marketplace - Add ons, integrations",,digital assistant,Holding,0.66160536
Item,Google drive - Announcing office compatibility,,microsoft office,Holding,0.995046
Item,Google apps - Using apps to onboard new hires,,,Holding,Score < threshold
Item,"Google forms - Recruiting best practices - Sheets, drive, Gmail, forms",,recruiting,Holding,0.9937516
Item,Google slides - Awesome presentations,,,Holding,Score < threshold
Item,"Google drive - Travel with apps - Drive, maps, play",,,Holding,Score < threshold
Item,"Google slides - Flowcharts, org charts, drawing, slides, sheets",,"Business, Finance, and Accountancy",,"Score < threshold, but title > 7, so getting best match"
Item,"Google calendar - Team collaboration - Calendar, sheets",,collaboration,Holding,0.92461324
Item,Google docs - Voice typing,,,Holding,Score < threshold
Item,Google I-O and Drive for Work,,,Holding,Score < threshold
Item,Google forms - Updates,,,Holding,Score < threshold
Item,Google drive - Managing files,,,Holding,Score < threshold
Item,Google docs - Newsletters,,,Holding,Score < threshold
Item,"Google calendar - Inbox smart reply - Calendar, reminder and appointment slots",,"Art, Design & Media",,"Score < threshold, but title > 7, so getting best match"
Item,Google apps - Search shortcuts,,,Holding,Score < threshold
Item,Google slides - Research shortcuts,,,Holding,Score < threshold
Item,Google chrome - Increase productivity,,,Holding,Score < threshold
Item,Google sheets - Tips and tricks for making the switch,,Humanities (Social sciences),,"Score < threshold, but title > 7, so getting best match"
Item,GDPR - domiciliary customers,"Overview:

Phase 2 of the mandatory GDPR training. This module has been designed to train you on the changes that we must make in the domiciliary customer journey to reflect the new GDPR legislations including capturing customers consents and individual rights. Includes assessment quiz that needs a 100% pass mark.

Objectives:

By the end of this module you will be able to:


	Ask all customers the new consent questions
	Discuss the importance of gaining customer consent through great conversations and instilling confidence that we will protect their data
	Follow the correct process for individual rights
	Ensure GDPR compliance understanding throughout all territories


Audience:

All domiciliary retail colleagues including Partners and Managers

Duration:

15 mins",it security,Compliance,0.9803816
Item,Google drive explained,,,Holding,Score < threshold
Item,Google apps - User trust and security - Privacy,,security,,keyword match
Item,"Google hangouts - How to create transparency - Hangouts, Google+, groups",,"Art, Design & Media",,"Score < threshold, but title > 7, so getting best match"
Item,Google drive - How to search,,,Holding,Score < threshold
Item,Google mail - Search operator shortcuts,,,Holding,Score < threshold
Item,Google docs - Publishing to the web,,,Holding,Score < threshold
Item,Google forms - Survey tips and tricks,,feedback,Holding,0.9972045
Item,Google sheets - How to visualise data,,,Holding,Score < threshold
Item,Google drive - Office compatibility mode,,microsoft office,Holding,0.9951566
Item,Google mail - How to use inbox,,,Holding,Score < threshold
Item,"Google apps - Collaborative editing - Docs, sheets & slides",,,Holding,Score < threshold
Item,Google sheets - How to use spreadsheets in Google,,microsoft office,Holding,0.98576176
Item,Google docs - Research pane and templates,,,Holding,Score < threshold
Item,"Google mail - Collaborate Better - Gmail, Google+",,,Holding,Score < threshold
Item,Google calendar - Planning your holiday season,,,Holding,Score < threshold
Item,Google hangouts - New for Hangouts,,,Holding,Score < threshold
Item,"Google sheets - How googlers collaborate - Sheets, groups",,,Holding,Score < threshold
Item,Google mail - Gmail basics,,,Holding,Score < threshold
Item,"Google apps - Looking forward - Photos, keep, cardboard",,"Art, Design & Media",,"Score < threshold, but title > 7, so getting best match"
Item,Google sheets - Data visualisation - Fusion tables,,,Holding,Score < threshold
Item,Google drive - Videos,,,Holding,Score < threshold
Item,Google mail - Comments - Gmail shortcuts,,,Holding,Score < threshold
Item,Google mail - Google apps for iOS - Now Gmail calendar,,ios,Holding,0.96389127
Item,Google sheets - Templates and explore,,,Holding,Score < threshold
Item,Google mail - Email alias shortcuts,,,Holding,Score < threshold
Item,Google calendar - Managing time - Keep tasks calendar,,,Holding,Score < threshold
Item,Google drive - How to search drive and Google goggles,,,Holding,Score < threshold
Item,"Google apps - Marketplace apps and integrations - docs, sheets",,Information Technology,,"Score < threshold, but title > 7, so getting best match"
Item,"Google docs - Mobile apps deep dive - Docs, sheets",,data science,Holding,0.7829109
Item,"Google docs - Operations management - Docs, sheets, slides",,operations management,,keyword match
Item,Google mail - Prioritise your inbox,,,Holding,Score < threshold
Item,Google hangouts - The basics,,,Holding,Score < threshold
Item,"Google apps - Getting started with apps script - Add ons, apps script",,"Business, Finance, and Accountancy",,"Score < threshold, but title > 7, so getting best match"
Item,"Google mail - How sales works at Google - Gmail, calendar, hangouts",,sales,Holding,0.99729604
Item,Google apps - Making the most of mobile,,,Holding,Score < threshold
Item,Google hangouts - Updates to hangouts,,,Holding,Score < threshold
Item,Google mail - How to get your groups on,,,Holding,Score < threshold
Item,Google apps - Staying organised as an administrative assistant,,,Holding,Score < threshold
Item,Google slides - How to make beautiful presentations,,,Holding,Score < threshold
Item,Google apps - Helping others switch,,,Holding,Score < threshold
Item,Google mail - How to use inbox like a pro,,Information Technology,,"Score < threshold, but title > 7, so getting best match"
Item,Google drive - Office plug-in,,microsoft office,Holding,0.9798636
Item,Google hangouts - Mobile - Hangouts,,,Holding,Score < threshold
Item,Google drive - Migration,,,Holding,Score < threshold
Item,Google calendar - Mobile scheduling,,,Holding,Score < threshold
Item,"Google hangouts - Meetings - Calendar, hangouts",,,Holding,Score < threshold
Item,Google slides - Templates,,,Holding,Score < threshold
Item,Learning and support resources on apps - The apps show,,"Business, Finance, and Accountancy",,"Score < threshold, but title > 7, so getting best match"
Item,Google Cloud Skills Academy Website,,,Holding,Score < threshold
Item,Netherlands - Introduction to iView,"
Introduction to iView for employees and managers",,iView,Score < threshold
Item,Norway - Introduction to iView,"
Introduction to iView for employees and managers",,iView,Score < threshold
Item,Sweden - Introduction to iView,"
Introduction to iView for employees and managers",,iView,Score < threshold
Item,Denmark - Introduction to iView,"
Introduction to iView for employees and managers",,iView,Score < threshold
Item,Finland - Introduction to iView,Introduction to iView for employees and managers,,iView,Score < threshold
Item,SOFTWARE: Development ideas,"This guide provides a list of ideas to get you started on your development plan for software skills. This guide is relevant for any software programs that you need to develop your skills in (e.g Compiere, Office 365).

We have split it into 'Try It', 'Discuss It' and 'Study It' suggestions to help you choose a range of development actions that include both formal and informal learning. You do not need to do everything on the list, simply choose what will work best for your development need and make a start!",information technology,Adobe,0.96342933
Item,Excel Coaching,"This course is designed for individuals who would like some tailored coaching in Excel using existing documents and processes.

Please note that we do not schedule regular dates for this workshop as it is delivered inhouse on an as-needs basis. 

Please click on ""Notify Me of New Dates"" to register your interest and the L&D team will be in touch with you to discuss.",microsoft office,Microsoft,0.99807054
Item,Software  – Additional Development Options,"This guide contains a variety of additional development actions for you to choose from. Any of the resources that are listed in the guide can be found in iLearn. This guide is relevant for any software programs that you need to develop your skills in (e.g Microsoft, Office 365).


We have given you a range of suggestions for development that take into consideration the Way we Learn; through ""Trying It"", ""Discussing It"" and ""Studying It"". You do not need to do everything on the list, simply choose what will work best for your development need and start taking action!",information technology,,0.97191644
Item,Word Coaching,"This course is designed for individuals who would like some tailored coaching in Word using existing documents and processes.

Please note that we do not schedule regular dates for this workshop as it is delivered inhouse on an as-needs basis. 

Please click on ""Notify Me of New Dates"" to register your interest and the L&D team will be in touch with you to discuss.",microsoft office,Microsoft,0.9795139
Item,Software  – Additional Development Options,,information technology,,0.8623631
