Entity Type,Title,Description,Topic,Subject Area,Score
,Interviewing & Selection Refresher,N/A,recruiting,,0.9953759
,Kassa & Zelfscan - toets,"Test je kennis.

De belangrijkste kennis en vaardigheden die je als Teamleider Verkoopafhandeling moet weten over Kassa & Zelfscan.

Trefwoorden: KR, KC, handterminal, vlotte doorstroom

Hulp nodig? Klik hier","Business, Finance, and Accountancy",,0.9858766
,IJzersterk gepresenteerd,"Kijk en leer de belangrijkste visual merchandising spelregels herkennen! 

Trefwoorden: VIM, presentatierichtlijnen, bonus, bancarella, placing, opstelling, CKW, commercieel krachtig

Hulp nodig? Klik hier",Information Technology,,0.9978934
,Aanbesteding training,Test File,test equipment,,0.8502021
,In het hoofd van de klant ,"Kijk met een open blik naar de klant!

Je bent klantvriendelijk maar hoe overtref jij de verwachting van de klant? Je wordt je bewust van jouw aannames. Door met een open blik naar de klant te kijken en vragen te stellen is het gemakkelijker om invulling te geven aan Service 9+ en de verwachting van de klant te overtreffen.

Nederlands Service 9+, aanames, klantgedachten

Hulp nodig? Klik hier","Business, Finance, and Accountancy",,0.66136986
,Workshop IDB,"Albert Heijn is de winkel die voortrekker is en die de toon zet

Alles wat we doen, doen we morgen nog nét iets beter. De Iedere Dag Beter (IDB)-methode is onze manier van werken om iedere dag dat extra stapje te zetten. Zo maken we onze beloften waar naar onze klanten, onze medewerkers en onze buren. En: zo maken we hen iedere dag een beetje blijer.

Je kunt je inschrijven voor de training. Mochten er geen plaatsen meer zijn, dan kun je je via 'Rooster aanvragen' op de lijst zetten. Op het moment dat er nieuwe data gepland zijn ontvang je een bericht.

Doelgroep: Assistent Supermarktmanager, Supermarkt Manager
Supplier: HRBP
Location: in/bij Albert Heijn winkel
Aantal deelnemers: 6-8

Hulp nodig? Klik hier",,AH NL Assistent Supermarktmanager,Score < threshold
,VRC Gedragscode,Deze training gaat in op de nieuwe gedragscode van de VRC. In de training wordt de gedragscode uitgelegd en toegelicht. Aan de hand van cases gaan we in op de dilemma’s waar je als controller voor kan komen te staan.,,DO NOT USE,Score < threshold
,Veiligheidsbewustzijn voor ASM,"De veiligheid van de medewerkers en klanten is bij jou natuurlijk in goede handen! Toch? 

De training geeft inzicht in het veiligheidsbeleid van Albert Heijn en je leert welke hulpmiddelen er zijn. Het accent ligt op de verantwoordelijkheden binnen jouw rol.

Begeleider: Consultant Albert Heijn Security en OM.

Deelnemers: Minimaal 6 en maximaal 8.

Voorwaarden: Alle praktijkopdrachten en de toets 'Veiligheid voor ASM' zijn gemaakt.

Je kunt je inschrijven voor de training. Mochten er geen plaatsen meer zijn, dan kun je je via 'Rooster aanvragen' op de lijst zetten. Op het moment dat er nieuwe data gepland zijn ontvang je een bericht. 

Hulp nodig? Klik hier",Cannot be determined,,Score < threshold
,Werken aan de AH-kassa (kassatrainer),"Elektronische kassa-opleiding waarmee nieuwe medewerkers opgeleid worden kassa te draaien. En medewerkers die al langer in dienst zijn de procedures nog eens onder de aandacht te brengen.
De elektronische opleiding bestaat uit drie onderdelen:
- Theorieblok: vriendelijk en zorgvuldig
- Theorieblok: vakkundig
- Kassasimulatie met oefencases
De drie onderdelen kunnen afzonderlijk worden getoetst.
Daarnaast is er een praktijkopdracht die door de leidinggevende wordt verstrekt, begeleidt en geëvalueerd.","Business, Finance, and Accountancy",,0.80356485
,Verkoopafhandeling voor ASM,"Hoe beïnvloed en stuur jij het proces verkoopafhandeling aan?

De volgende onderwerpen staan centraal in deze workshop
- procesplaat
- rapportages
- invloed als ASM op het proces verkoopafhandeling

Voorkennis: Voor deze training zijn de onderdelen uit het ASM programma - procesmanagement afgerond
Leverancier: AH field support
Deelnemers: Minimaal 8 en maximaal 12

Je kunt je inschrijven voor de training. Mochten er geen plaatsen meer zijn, dan kun je je via 'Rooster aanvragen' op de lijst zetten. Op het moment dat er nieuwe data gepland zijn ontvang je een bericht.

Hulp Nodig? Klik hier","Business, Finance, and Accountancy",,0.99842286
,ASM CORE Knowledge Check: Introduction to Operational Knowledge,"
This is a 30 question exam for Assistant Store Managers on CORE: Introduction to Operational Knowledge. The passing score is 80%
Language: English

Need help? Click here.",management,,0.82220507
,ASM CORE Knowledge Check: Introduction to Human Resources,"
This is a 36 question exam for Assistant Store Managers on CORE: Introduction to Human Resources. The passing score is 80%
Language: English

Need help? Click here.",human resource management,,0.96766794
,Commercieel overleg - tips van de regiomanager,"In de winkel geeft de regiomanager NoordWest tips over het commercieel overleg! 

Informatie over het belang van een goed voorbereid en uitgevoerd commercieel overleg.

Hulp nodig? Klik hier","Business, Finance, and Accountancy",,0.6498639
,Plan je proces! Verkoopafhandeling,"Breng de samenhang tussen de activiteiten helder in kaart op de procesplaat.

Met behulp van videofragmenten plan je de activiteiten van Verkoopafhandeling in op de procesplaat. Het is aan jou om het meest ideale moment in te plannen. Op basis van de gemaakte keuzes ontvang je feedback. Na het maken van deze opdracht ga je in gesprek met je leidinggevende en bepalen jullie samen welke acties nodig zijn om de procesplaat van jullie winkel te optimaliseren.

Taal: Nederlands

Trefwoorden: planning,activiteiten

Hulp nodig? Klik hier",,AH NL Teamleider Verkoopafhandeling,Score < threshold
,Plan je proces Verkoopklaar,"Breng de samenhang tussen de activiteiten helder in kaart op de procesplaat. 

Je plant de activiteiten van Verkoopklaar in op de procesplaat. Het is aan jou om het meest ideale moment in te plannen. Op basis van de gemaakte keuzes ontvang je feedback. Na het maken van deze opdracht ga je in gesprek met je leidinggevende en bepalen jullie samen welke acties nodig zijn om de procesplaat van jullie winkel te optimaliseren.

Taal: Nederlands

Trefwoorden: proces, magazijn, vullen, navullen, voorraadcontrole, presentatie, promotie, kwaliteit

Hulp nodig? Klik hier",,Store Operations,Score < threshold
,Pinapparaat Albert-bezorgers,"Deze on-line cursus leert de cursist hoe het pinapparaat werkt. 

In deze cursus komen aan de orde:
- De belangrijkste onderdelen van het pinapparaat
- Uitleg van een aantal basishandelingen, zoals het verwisselen van het papier, hoe het pinapparaat vervoerd moet worden en het laten gebruiken door de klant.

Bij de cursus horen ook een on-line toets en een praktijktoets waarmee kan worden vastgesteld of de cursist de theorie voldoende heeft begrepen.",,DO NOT USE,Score < threshold
,Medewerker Cyclus ASM,"Verken de in-, door-, en uitstroomcyclus door de bril van onze medewerkers 

Wat verwachten medewerkers van Albert Heijn? Hoe draag jij als ASM bij aan positieve werkervaringen? Wat kun je doen om hen zich bij ons thuis te laten voelen. Verdiep je in jouw rol en leer welke hulpmiddelen je kunt inzetten.

Hulp nodig? Klik hier",,Store Operations,Score < threshold
,ASM CORE Knowledge Check: Overview,This is a 52 question exam for Assistant Store Managers on CORE: Overview. The passing score is 80%,,DO NOT USE,Score < threshold
,Western Union Cash Office and Service Center,"

Language: English

Need help? Click here.",service center,,keyword match
,Kwaliteit voor Commercie Ahold Nederland,"De workshop is hoofdzakelijk een kennismodule die bewustheid creëert voor het begrip kwaliteit en het belang van kwaliteit in relatie tot het (retail)merk. Het begrip kwaliteit wordt daarbij vanuit de volgende oogpunten belicht:
- Intrinsieke productkwaliteit.
- Kwaliteitsperceptie door en bij de klant.
- Zelf kwaliteit beoordelen: hoe doe je dat?

De inhoud betreft de volgende onderdelen:
- Intrinsieke productkwaliteit:
  - werken met specificaties, productkeuringen en productcontroles,
  - wat als het fout is/gaat (code 999),
  - kwaliteitsbeleid (ook gerelateert aan eigen merk inclusief etikettering),
  - voorbeelden.
- Kwaliteitsperceptie bij en door de klant:
  - wat zijn de beïnvloedende factoren,
  - hoe kun je deze meten,
  - welke test en onderzoeksmethodes gebruiken we,
  - voorbeelden.
- Kwaliteit in het ontwikkelproces:
  - hoe kun je smaak beoordelen,
  - hoe moet je proeven,
  - hoe beoordeel je productvoorstellen objectief,
  - zelf proeven!
",,DO NOT USE,Score < threshold
,Code of good trading practices in the food supply chain,"""In this e-learning you get to know the 10 Principles of Good Practice in the Food Supply Chain and you learn what to do and not to do in order to ensure fair trade practices with our suppliers and manufacturers:

General principles
A. Consumers
B. Freedom of contract
C. Fair dealing

Specific principles
1. Written agreements
2. Predictability
3. Compliance
4. Information
5. Confidentiality
6. Responsibility for risk
7. Justifiable requests

Pre-requisite knowledge: -

Language: English (/ Czech) 

Duration: 30 minutes

Costs: € 21,- per person. These costs will be cross charged to the cost center of your department.

Procedure to enroll: To start the e-learning directly, click on “go to content”. To follow this e-learning at a later time, click “add to task list”.

Keywords: Code of good trading practices, B2B, Business to business, Principles of good practices, fair trading, eerlijke handelspraktijken, code voor eerlijk handelen, principes""
",trading,DO NOT USE,0.9076714
,Beoordelingsgesprekken,"Een belangrijk gesprek voor de ontwikkeling van de medewerker. Hoe doe JIJ dat?

In deze training leer je een contract af te sluiten met medewerkers en teamleiders. Je leert vaardigheden om op coachende wijze medewerkers aan te sturen. Je oefent concreet begeleiden: instructie geven, vragen stellen, uitleg geven/kader scheppen, inleven in de ander en vanuit de mogelijkheden van de ander denken.

In de training Beoordelingsgesprekken komt de performancecyclus aan bod. Zonder cyclus wordt ontwikkeling van mensen lastig te bewerkstelligen en te monitoren. Deze trainingsdag staat in het teken van het voeren van de gesprekken die daarbij horen.

Voor deze training is het noodzakelijk dat je beschikt over de basisvaardigheden communicatie en dat je de Training Communicatie II gevolgd hebt.

Voorbereiding: Voor aanvang van de training maak je de verplichte voorbereidingsopdracht
Voorkennis: Voor deze training is het noodzakelijk dat je beschikt over de basisvaardigheden communicatie en vaardigheden leiderschap. We adviseren je om eerst de training Aansprekend TeamLeiderschap (ATL) te volgen.
Leverancier: BVO
Deelnemers: 6 - 8

Je kunt je inschrijven voor de training. Mochten er geen plaatsen meer zijn, dan kun je je via 'Rooster aanvragen' op de lijst zetten. Op het moment dat er nieuwe data gepland zijn ontvang je een bericht.

Trefwoorden: plangesprek, feedback, voortgangsgesprek

Hulp nodig? Klik hier",contract,,0.6954275
,Ondernemend denken,"Hoe jij het financiële resultaat van je winkel kunt beïnvloeden

De nadruk van deze workshop ligt op het vergroten van jouw kennis over het begrotingsproces en de door jou beïnvloedbare resultaatgebieden. De workshop start met een toets.

Voorkennis: De praktijkopdrachten financieel management zijn afgerond. De voorbereidingsopdracht is gemaakt.

Begeleider: Regio Controller
Deelnemers: Minimaal 8 - maximaal 12

Je kunt je inschrijven voor de training. Mochten er geen plaatsen meer zijn, dan kun je je via 'Rooster aanvragen' op de lijst zetten. Op het moment dat er nieuwe data gepland zijn ontvang je een bericht.

Hulp nodig? Klik hier",Cannot be determined,,Score < threshold
,Access Level 2,"This class covers creating more customized reports.  Upon successful completion of this course, you will be able to: * Importing spreadsheet data into Access * Using custom forms and formatting * Validate entries * Complete queries * Use tables",microsoft access,DO NOT USE,0.7321953
,Certificatietraining Careerscan,"De certificatietraining careerscan is een vervolg op de certificatietraining Workplace Big Five. Voorafgaand aan de training wordt je gevraagd zelf een Careerscan te maken en iemand uit je omgeving uit te nodigen als 'case'. De training zelf bestaat uit een aantal theoretische onderdelen die steeds gekoppeld worden aan een concrete opdracht. Naast representatieve cases wordt zoveel mogelijk gebruik gemaakt van je eigen ervaringen en van simulaties.

Inhoud van de training:
- Introductie careerscan
- Wat zijn loopbaanwaarden en hoe meten we die?
- Loopbaanwaardenveld in de Careerscan
- Het rekenmodel
- Cases
- Terugkoppeling cases",,DO NOT USE,Score < threshold
,Holiday Virtual Tour ,This is the 2010 Holiday Virtual Tour. ,Information Technology,,0.86714774
,ASM CORE Knowledge Check: Introduction to Administration,"
This is a 36 question exam for Assistant Store Managers on CORE: Introduction to Administration. The passing score is 80%
Language: English

Need help? Click here.",Cannot be determined,,Score < threshold
,Slim Plannen m.b.v. GO! voor ASM,"Gericht sturen op de inzet van medewerkers en de kosten die daarmee samenhangen

Deze workshop helpt je om de punten op de i te zetten. Samen met collega’s en onder begeleiding van een specialist leer je een ideaalplanning herkennen. Je leert welke criteria je moet beïnvloeden om mensen en uren zo effectief mogelijk in te zetten om een zo hoog mogelijke productiviteit te behalen tegen zo laag mogelijke kosten.

Voorkennis: Je hebt minimaal 2 periodes zelfstandig met GO! gewerkt en hebt de voorbereidingsopdracht gemaakt.
Begeleider: Specialist Store Support.
Deelnemers: Minimaal 8 - maximaal 12.

Je kunt je inschrijven voor de training. Mochten er geen plaatsen meer zijn, dan kun je je via 'Rooster aanvragen' op de lijst zetten. Op het moment dat er nieuwe data gepland zijn ontvang je een bericht.

Hulp nodig? Klik hier",Information Technology,,0.9956299
,Kick off,"Startbijeenkomst persoonlijke ontwikkeling voor ASM. 

De kick-off is de eerste bijeenkomst van de stamgroep, een vaste groep tijdens de opleiding. De deelnemers trekken samen op en leren van en met elkaar.

Begeleiding: OM en HRBP

Participants: Maximaal 8 personen

Hulp nodig? Klik hier","Business, Finance, and Accountancy",,0.9896458
,Begeleiden van groepsprocessen voor P&O-ers – 1 daagse,"Eendaagse training voor P&O-ers in het begeleiden van groepsprocessen. 
Voorafgaande aan deze dag hebben de deelnemers de volgende vraag moeten beantwoorden: ‘wat wil je bij volgende bijeenkomsten die je gaat begeleiden ander doen en/of waarin wil je zekerder zijn?’
- Het groepsfasenmodel van Tuckman en het TGI model als bril om naar groepen en groepsprocessen te kijken en deze te beïnvloeden.

Inhoud:
- De werkvorm ‘discussie’ (zowel inhoud als proces)
- Meningen en ideeën over een onderwerp op prikkelende wijze inventariseren.
- Subgroepen stimuleren binnen een afgesproken tijd resultaat te behalen.",,DO NOT USE,Score < threshold
,Het belang van een goede voorraad,Voorraad - Wat is het belang van een optimale voorraad? In dit filmpje vertelt onze specialist Store Support waarom dit zo belangrijk is.,"Business, Finance, and Accountancy",,0.9345336
,Replenishment voorraad I,"Replenishment I - In deze module bekijk je drie korte filmpjes die jou meer leren over de werking van het Replenishment systeem. De volgende onderdelen worden er besproken: De prognose - algemeen, De EAB en MOMO algemeen.",,Store Operations,Score < threshold
,Begeleiden van groepsprocessen voor P&O-ers – 2 daagse,"Tweedaagse training voor P&O-ers in het begeleiden van groepsprocessen. 
De training bestaat uit 2 losse dagen. Voorafgaande aan dag 1 hebben de deelnemers de volgende vraag moeten beantwoorden:
‘wat wil je bij volgende bijeenkomsten die je gaat begeleiden ander doen en/of waarin wil je zekerder zijn?’

Inhoud:
- Het groepsfasenmodel van Tuckman en het TGI model als bril om naar groepen en groepsprocessen te kijken en deze te beïnvloeden.
- De werkvorm ‘discussie’ (zowel inhoud als proces)
- Meningen en ideeën over een onderwerp op prikkelende wijze inventariseren.
- Subgroepen stimuleren binnen een afgesproken tijd resultaat te behalen.
- Interventies doen op lastige momenten, van jezelf en/of anderen, zoals weerstand benoemen en onderzoeken, confronteren, conflict hanteren e.d.
",,DO NOT USE,Score < threshold
,ASM CORE Knowledge Check: Technology,"
This is a 30 question exam for Assistant Store Managers on CORE: Technology. The passing score is 80%
Language: English

Need help? Click here.",Safety and Security,,0.2655351
,ASM Customer Service Manager Knowledge Check: Front End,"
This is a 29 question exam for Customer Service Managers on Front End. The passing score is 80%
Language: English

Need help? Click here.",customer service,,0.9090815
,Replenishment presentatie en promotie,Replenishment presentatie en promotie - Door deze twee filmpjes leer je meer over de werking van het replenishment systeem en de invloed die het heeft op presentatie en promotie.,,Store Operations,Score < threshold
,"Kwaliteit, Presentatie en Promotie - toets","Test je kennis! 

Deze toets maak je nadat je alle verplichte onderdelen van de processen kwaliteit, presentatie en promotie hebt afgerond. Succes! Naar aanleiding van de opdrachten uit de onderdelen kwaliteit, presentatie en promotie wordt jouw opgedane praktijkkennis en de belangrijkste parate kennis uit de werkinstructies getoetst. Let erop dat je alle praktijkopdrachten en relevante online modules hebt afgerond voordat je deze toets maakt. Slaag je voor deze toets en de toetsen Vulproces en Magazijn en Voorraad, krijg je toegang tot de workshop Verkoopklaar.

Taal: Nederlands

Trefwoorden: WORP, mutatie, penwijziging, ontvangst, voorbereiding, aanbrengen, temperatuur, hygiëne, ongediertebestrijding

Hulp nodig? Klik hier",Cannot be determined,,Score < threshold
,Certificatietraining Workplace Big Five,"Voorafgaand aan de training word je gevraagd zelf een Workplace Big Five vragenlijst in te vullen. De training zelf bestaat uit een aantal theoretische onderdelen die steeds gekoppeld worden aan concrete voorbeelden. Naast representatieve cases wordt zoveel mogelijk gebruik gemaakt van de eigen rapportages en ervaringen van de deelnemers, alsmede van rollenspelen. Van de deelnemers wordt verwacht dat zij bereid zijn om hun persoonlijke rapportages te delen met anderen tijdens de training.

Inhoud van de training:
- Introductie 
- Wat en hoe meet de Workplace Big Five
- Interpreteren van de Workplace Big Five
- Het voeren van feedbackgesprekken;
- Relatie tussen persoonlijkheid en competenties;
- Afname Workplace Big Five
- Intervisie
- Feedbackgesprekken en de Workplace Big Five.
- Cases
",,DO NOT USE,Score < threshold
,"Verkoopafhandeling, zo zit het!","Mijn proces - In dit filmpje staat jouw proces en het gebruik van de procesplaat centraal. Daan de Jong, Field Specialist bij Albert Heijn, geeft tips en tops over de dagelijkse uitdagingen van jouw werk en bespreekt keuzes die je in overweging kunt nemen tijdens jouw shift.","Business, Finance, and Accountancy",,0.30189404
,Het belang van een goede voorraad,Voorraad - Wat is het belang van een optimale voorraad? In dit filmpje vertelt onze specialist Store Support waarom dit zo belangrijk is.,"Business, Finance, and Accountancy",,0.9345336
,7 habits for managers,"De Franklin Covey workshop ‘the 7 habits for managers’ is een intensieve en praktijkgerichte ervaringsworkhsop die uitgaat van de grondbeginselen van inspirerend leiderschap. De workshop geeft nieuwe en ervaren managers een reeks hulpmiddelen om de managementuitdagingen van vandaag aan te gaan. 

Inhoud:
- Habit 1: Wees pro-actief
- Habit 2: Begin met het eind in gedachten;
- Habit 3: Belangrijke zaken eerst;
- Habit 4: Denk win – win;
- Habit 5: Eerst begrijpen dan begrepen worden;
- Habit 6: Synergie;
- Habit 7: Houd de zaag scherp.",soft skills,DO NOT USE,0.9761464
,Startersprogramma's Ahold NL-Aansprekendteamleiderschap,"Training waarin leiderschapsaspecten centraal staan vanuit winkelperspectief. Module die aansluit bij eigen ervaringen met leidinggeven en door zelf casuistieken aan te leveren worden ervaringen uitgediept en breder gemaakt zodat deelnemer zich in leiderschapstijl ontwikkelt en leert met als thema Aansprekend teamleiderschap;richting geven, dialoog aangaan en talenten benutten. Hoe doe je dit als leider, wat kun je daar nog meer in doen en wat is je eigen stijl daarin?

Aansprekend teamleiderschap is een tweedaagse training.",Humanities (Social sciences),,0.9087452
,Replenishment voorraad I,"Replenishment I - In deze module bekijk je drie korte filmpjes die jou meer leren over de werking van het Replenishment systeem. De volgende onderdelen worden er besproken: De prognose - algemeen, De EAB en MOMO algemeen.","Art, Design & Media",,0.6134662
,Medewerker Cyclus (TL),"Wat verwachten medewerkers van Albert Heijn? Hoe draag jij als teamleider bij aan positieve werkervaringen, Wat kun je doen om hen zich bij ons thuis te laten voelen. Verdiep je in jouw rol en leer welke hulpmiddelen je kunt inzetten.",,Store Operations,Score < threshold
,Introductie preventief veiligheidsbeleid,Preventie - In dit filmpje vertelt een consultant van Albert Heijn Security wat het belang van preventief veiligheidsbeleid inhoud.,security,,0.9444664
,Veilig handelen bij winkelcriminaliteit,Winkelcriminaliteit - In dit filmpje vertelt een ervaren teamleider jou waar je aan moet denken.,"Business, Finance, and Accountancy",,0.32813883
,MCM Module 1 Category Business Planning (OGSM) - 1,"In this one day training you get to know the OGSM methodology by which you learn to translate goals into strategic choices and measurable actions. You get instructions to make your own OGSM during this MCM program.

Target group: Category managers.

Pre-requisite knowledge: You get an preparatory assignment to find out the ambitions & business plans of you category, including underlying analyses and reasearch. You will need this overview to make the training valuable.

Method: Instructor lead training.

Training-agency: Business Openers.

Procedure to enroll: this course is part of a recurring course, therefore you cannot register separately for this course. You will be registered automatically for this course.
",business,,0.9671596
,Veilig handelen bij calamiteiten,Calamiteiten - In dit filmpje vertelt een ervaren teamleider jou waar je aan moet denken.,"Business, Finance, and Accountancy",,0.29611698
,Het belang van gezond en veilig werken,Gezond en veilig werken - In dit filmpje vertelt een consultant Health jou waar je aan moet denken.,Soft Skills,,0.62499666
,Onderhandelen - basistraining,"Tijdens het onderhandelen moet men zowel de door de andere partij gebruikte onderhandelingstactieken kunnen herkennen, als er het gepaste antwoord op vinden. Dat vraagt om strategisch inzicht in het onderhandelingsproces. Deze module geeft inzicht in de verschillende onderhandelingstechnieken en hoe men hiermee om kan gaan.

Naast focus op het daadwerkelijk onderhandelen, zal ook aandacht worden besteed aan een aantal fundamentele communicatie technieken zoals ‘Luisteren, Samenvatten & Doorvragen’ (LSD).

De inhoud betreft de volgende onderdelen:
	Voorbereiding op commerciële gesprekken.
	Aanpak van een strategische onderhandeling met gebruik van gedifferentieerde tactieken.
- Communicatie vaardigheden als Luisteren, Samenvatten en Doorvragen (LSD).
- Vergroten van vertrouwen in het voeren van onderhandelingen o.a. met leveranciers.
",,DO NOT USE,Score < threshold
,ASM Customer Service Manager Knowledge Check: Cash Office,"
This is a 30 question exam for Customer Service Managers on the Cash Office. The passing score is 80%
Language: English

Need help? Click here.",customer service,,0.9215821
,ASM Customer Service Manager Knowledge Check: File Maintenance,"
This is a 30 question exam for Customer Service Managers on File Maintenance. The passing score is 80%
Language: English

Need help? Click here.",customer service,,0.6737945
,ASM Customer Service Manager Knowledge Check: Human Resources,"
This is a 30 question exam for Customer Service Managers on Human Resources. The passing score is 80%
Language: English

Need help? Click here.",customer service,,0.7399446
,ASM Customer Service Manager Knowledge Check: Administration,"
This is a 28 question exam for Customer Service Managers on Administration. The passing score needed is 80%
Language: English

Need help? Click here.",customer service,,0.941292
,Het belang van kostenbewust,Kostenbewust - Een specialist Store Support vertelt hoe jij mee kunt helpen onze kosten te verlagen.,Cannot be determined,,Score < threshold
,Veiligheid voor ASM - toets,"Test je kennis! Deze toets maak je nadat je alle verplichte onderdelen over veiligheid hebt afgerond. Succes! 

Naar aanleiding van de opdrachten uit veiligheid wordt jouw opgedane praktijkkennis en de belangrijkste parate kennis uit de werkinstructies getoetst. Let erop dat je alle onderdelen (organiseren, winkelcriminaliteit, calamiteiten en personeelsfraude) eerst hebt afgerond voordat je deze toets maakt.

Trefwoorden: diefstal, schade, agressie, brand, veilig, gevaar, frauderen, veiligheidsscan

Hulp Nodig? Klik hier","Business, Finance, and Accountancy",,0.63535684
,Finance voor Commercie Ahold Nederland,"Kennisworkshop. De categorymanager leert basisprincipes van de financiële organisatie die relevant zijn voor de uitoefening van zijn functie kennen.

De inhoud betreft de volgende onderdelen:
- Besturingsmodel (Wheel of retailing).
- Budgetterings-cyclus/methode.
- KPI’s en managementinformatie.
- Business Case: wanneer & hoe.
- Business Administration (afsluiting, SOx, Vendor Allowances).
- Rol van de Controller.
",finance,DO NOT USE,0.98651206
,"Our Customers: Customer Service and Records Management, and Job Shadowing","Get ready to be empowered as a Department Leader who has all the resources and skills needed to achieve excellent customer service.

This highly engaging class is a great opportunity to learn and practice the key concepts of ""Making it Right"" so our customers feel valued. Individual reflection and small group activities will help you coach your Associates in their Shop friendly behaviors and interactive discussions will show you how to navigate administrative tools like Google Mail, Google Drive, and EPM.

Prerequisite:


	Introduction to Department Leadership Fundamentals
	Coaching and SMART Goals
	Department Leadership Fundamentals Baseline Assessment


Language: English

Supplier: Internal

Location: Varies

Participants: 20-25 

Need help? Click here

Keywords: Department Manager, Leading, Leader, New Hire, Shop friendly, Google, EPM",management,Leading,0.5279062
,Innovatiemanagement voor Commercie Ahold Nederland,"In de module innovatiemanagement gaat over allerhande positionerings- en innovatie vraagstukken. Zowel op categorie-, doelgroep-,  als eigen merkniveau. Het innovatieproces is een volledig geïntegreerd proces met kwaliteit, design en brand. Alle aspecten van het proces zullen aan bod komen.

Inhoud
- Trend & Brand
- Genereren en kwalificeren
- Productontwikkeling
- Exploitatie
- Werken met de Innovatie Toolkit.
- Rol van de verschillende afdelingen binnen het innovatieproces (Commercie, Brand, Design, Kwaliteit, Marktonderzoek).
",,DO NOT USE,Score < threshold
,Social Accountability,"At the end of this half day course you will be able to understand Social Accountability guidelines and requirements. You will know how BSCI/social compliance is embedded in our daily business; know your roles and responsibilities in the process as well as the execution procedure. 

Target-group:
All employees with responsibility on product-quality and supplier management.  

Course-outline:
Explanation on BSCI way of working including the practical to do’s for all responsible persons.

Method:
Instructor lead classroom training. 

Language:
English

Training-agency: 
Internal training by Project Manager Sustainability and Coordinator Social Compliance (Ahold Corporate) 

Type of training:
In-company 

Costs: 
no costs

Duration: 
1/2 day

Min-Max groupsize: 
10 – 15 participants

Procedure to enroll:
Please add this training to your individual recurring course and register to one of the available dates. 
Upon approval of your line manager (if applicable) you will receive a confirmation of your registration to this course. However, this confirmation remains preliminary, until a sufficient number of participants have applied. 
X-weeks before the training you will receive a final confirmation including information on the logistics of the training.
Cancellations will be accepted until a maximum of x weeks prior to the training. After that the costs will be charged.",social media,DO NOT USE,0.82093495
,"Our Safety Commitment: Safety and Preparedness, and Job Shadowing","Understanding and reinforcing safety initiatives with our teams helps keep our customers and our Associates safe and out of the danger zone. 

Join the discussion and see how we can provide our Associates with a safe place to work and ensure that the food we sell is safe for our customers. When we ZoneIn on safety, we're a Better Place to Work and a Better Place to Shop.

Prerequisite:


	Introduction to Department Leadership Fundamentals
	Coaching and SMART Goals
	Department Leadership Fundamentals Baseline Assessment


Language: English

Supplier: Internal

Location: Varies

Participants: 20-25 

Need help? Click here

Keywords: Department Manager, Leading, Leader, New Hire",safety,Leading,0.75143665
,Legal voor Commercie Ahold Nederland,"Algemene introductie over juridische aspecten in de dagelijkse praktijk. Is er wel of geen overeenkomst tot stand gekomen, welke afspraken mag ik (niet) maken, met name met het oog op mededingingsrecht en waar moet ik aan denken bij het introduceren van nieuwe producten en hun verpakkingen, et cetera? En belangrijk, in welk stadium is het zinvol om Juridische Zaken in te schakelen?

De inhoud betreft de volgende onderdelen:
- Overeenkomsten, algemene voorwaarden en promotionele acties.
- Mededingingsrecht inclusief quiz met praktijk vragen.
- Intellectueel Eigendomsrecht (verpakkingen en reclames).
- Vendor Allowance systeem.
",legal,DO NOT USE,0.9938332
,Pracovní migrace v České republice,,Cannot be determined,,Score < threshold
,"Our People: Human Resources and Administration, and Job Shadowing","Our associates like to be in the know. With open communication and timely feedback, you impact the level of engagement of your team.

Sharpen your communications skills with store-based scenarios as you give and receive feedback in a series of role plays. Navigate the complex world of Human Resource policies and procedures through stream lined discussions and activities that will help clarify tricky issues and define your role when it comes to leading your team.

Prerequisite:


	Introduction to Department Leadership Fundamentals
	Coaching and SMART Goals
	Department Leadership Fundamentals Baseline Assessment


Language: English

Supplier: Internal

Location: Varies

Participants: 20-25

Need help? Click here

Keywords: Department Manager, Leading, Leader, New Hire",human resource management,Leading,0.7999717
,Access Level 3,"This class covers creating and modifying charts, modifying queries, creating switchboards, including multiple conditions in a query and running a database macro.  This full day class is facilitated by Anne Plyler Training for a cost of $55 per participant.",microsoft access,DO NOT USE,0.9328604
,Propositie schrijven,"Deze module leert de deelnemer hoe hij een propositie schrijft. Deze vaardigheid is een te gebruiken voor schrijven van een product (ontwikkelings) briefing alsook een communicatie briefing.

De inhoud betreft de volgende onderdelen:
- De merkpositionering.
- Ontwikkelen van communicatie.
- Communicatie brief.",,DO NOT USE,Score < threshold
,ASM Non-Perishable Manager Knowledge Check:Grocery,This is an exam for Non- Perishable Managers on Grocery. The passing score is 80%,management,DO NOT USE,0.8060552
,Revision Number Testing,"It's time to test our theory on revision numbers. Thanks for your help.

Need help? Click here",financial management,,0.80052924
